userId,itemId,realPref,svdPref,svdPlusPlusPref,userPref,itemPref
16255,8554,2.0,2.763341,3.7965019,3.1,3.5
35647,1029,5.0,4.175376,6.5584717,4.329296,5.0
27231,6423,4.0,4.0,4.0,4.0,4.0
40655,6417,4.0,4.161763,3.918877,4.1665955,3.5
25412,6736,4.0,3.7568746,4.5302677,4.4546156,3.503672
11399,3784,4.0,4.2877464,5.2532268,4.04,4.0
41933,7355,4.0,3.8530853,4.8383837,4.188053,3.560194
4708,8764,4.0,4.503801,7.2246447,4.13,4.0
33616,11321,4.0,3.908679,5.5411296,4.0,1.5197403
13315,9628,4.0,4.307208,8.600264,3.9,4.0
16690,8635,2.0,2.891388,0.7308989,3.43,2.5
886,5363,3.0,3.9024522,5.0747633,3.8704,2.4568088
25220,7055,4.0,3.391899,4.422098,3.8793766,1.0
8047,8931,5.0,3.9227738,5.9527693,3.8349771,2.8084013
6156,4249,4.0,3.5761986,4.8030534,3.7800887,4.3890557
22033,11527,5.0,3.7525465,6.8262115,3.72,4.0
9197,9257,2.0,2.6029902,3.7541645,1.0,3.4403281
12413,6206,3.0,3.6790128,6.1321526,3.4952185,3.1643028
17909,5301,2.0,5.494413,8.685328,4.0,4.0
28025,7083,5.0,4.6386957,8.575999,5.0,3.5
35558,2112,5.0,3.83,3.83,3.83,3.5
6907,9164,5.0,4.3709645,5.367086,4.264338,5.0
5947,2117,4.0,3.886949,5.176278,4.0,4.8854547
10944,5700,5.0,4.276988,3.658949,3.89,3.5
10231,5552,5.0,3.3608415,3.7732837,3.95,3.5
8341,11029,5.0,4.569138,9.843638,4.75,4.0
6641,4629,4.0,4.539808,5.031737,4.6067696,3.963976
16237,263,5.0,2.7770011,16.026861,3.4,4.5
373,2312,1.0,4.1934233,3.758534,3.29,3.5
7100,2774,4.0,3.1113756,4.4621525,3.75,4.0773983
1789,3218,5.0,4.7635746,4.25957,3.71,4.5
16337,5503,2.0,2.6617446,6.0446267,3.25,3.1024888
5309,5289,3.0,3.3473346,3.4086561,3.44,4.0
12662,11505,1.0,3.612292,4.8536696,3.678851,4.4082446
26490,8764,5.0,4.480322,5.5271344,4.034072,4.341362
43182,10017,3.0,3.482768,4.7265043,3.54,4.0
12781,365,4.0,3.1241903,10.513079,3.5,4.0
10133,9421,3.0,3.037447,4.479764,3.63,3.5
5989,5750,5.0,5.0,5.0,5.0,5.0
36052,8049,4.0,4.8091984,6.3527565,4.75,4.0
23669,10725,4.0,4.5,4.5,4.5,4.0
16825,1921,5.0,4.0407333,7.2704377,4.0,4.0
38014,8233,5.0,4.504866,2.802706,3.71,4.5
24560,8502,5.0,4.362729,7.3570814,4.35,4.0
32548,10320,3.0,3.4830642,6.309129,4.5,2.1471002
28880,7132,3.0,3.3604107,6.6205997,3.55,4.0
8577,8566,5.0,4.315337,11.464418,5.0,4.5
32793,9385,5.0,4.0665054,5.3865023,3.5078201,3.9900148
30990,8578,5.0,4.141047,5.648515,3.9612138,5.0
11070,7639,4.0,3.3598695,6.064443,3.93,4.2808027
19158,781,5.0,4.477889,4.9189544,3.65,4.0
20885,4520,4.0,4.8495097,4.7963862,4.5,4.0
21032,2656,5.0,3.733216,5.3925056,4.09,2.0
6868,6879,5.0,3.9403632,4.893294,3.8066978,4.193166
5348,7054,5.0,4.37115,11.332431,4.5,3.4042537
9722,4627,4.0,4.3174353,5.1355352,4.195923,4.1599913
36607,7054,4.0,4.598898,11.01878,4.25,5.0
24471,183,5.0,3.4822013,7.4038186,3.59,4.0
16421,11000,2.0,3.4442577,2.9339356,3.89,4.0
2482,4367,2.0,3.2395117,2.235131,3.4,3.5
19045,8403,3.0,2.5350327,3.6681173,3.17,2.5
15809,763,5.0,3.610872,6.322934,3.89,3.5
12067,9299,5.0,3.37017,5.069608,4.5265293,1.0
42388,7435,4.0,3.259056,6.189041,3.85,1.2513156
6013,8938,3.0,2.9760318,4.330356,3.3201773,4.5192313
8498,5503,4.0,4.0,4.0,4.0,3.5
11838,9534,2.0,2.2501051,4.6545043,3.4815333,1.0
5863,5048,5.0,4.2,4.2,4.2,4.5
21906,5120,1.0,2.28451,5.0314956,2.14,3.5
19695,8885,4.0,4.0,4.0,4.0,2.0
38007,6536,5.0,5.0,5.0,5.0,4.0
26407,8542,4.0,4.9218264,6.41647,4.43,3.5
12343,7966,5.0,3.8324099,6.444652,3.0,5.0
26471,2003,5.0,4.4030137,5.5822964,4.22,4.0
39815,10553,5.0,4.473304,6.2730403,4.4787893,5.0
38403,6602,4.0,3.2914274,4.46294,3.477706,3.4172676
2645,632,4.0,3.2274845,4.2879505,3.4852815,4.9956174
41554,2368,3.0,3.7329667,7.7916923,3.75,3.5
1626,9859,1.0,2.769005,10.250872,3.54,4.0
42265,1654,3.0,3.0,3.0,3.0,4.0
38000,2487,3.0,2.8,2.8,2.8,3.5
6279,9045,4.0,3.6503742,4.7423296,4.6747246,3.1222079
33140,8804,5.0,5.5072837,5.6165094,4.63,4.0
14607,7250,3.0,3.8943875,6.0167336,3.71,4.0
14579,6903,5.0,3.5363014,8.213573,3.5,4.0
30219,4725,3.0,3.5074859,4.662729,4.6121716,4.0
2034,11135,5.0,4.3163114,6.533121,4.26,3.8270223
6279,10384,4.0,4.0009847,4.3521805,3.571152,4.1779737
5797,6687,5.0,5.347676,7.3752937,4.09,4.5
14884,11395,2.0,3.1690886,4.700598,4.7192926,3.262897
41113,933,3.0,3.1875572,5.301409,4.071854,5.0
20691,4746,5.0,4.413097,8.085688,4.0,4.0
26290,3495,5.0,3.4183834,3.80779,3.2,3.5
21744,6205,5.0,4.1285653,7.585219,5.0,4.0
15971,10379,5.0,6.95251,3.6211212,4.22,4.0
42758,5510,3.0,3.419951,5.1372075,3.3527365,3.8410494
41933,8027,4.0,3.5134294,4.8769145,3.585494,3.9912348
28349,3252,5.0,3.6007342,6.42973,3.39,1.0
43559,7531,3.0,3.2907364,7.495474,3.24,4.0
9204,9702,4.0,4.9924994,9.192312,3.89,3.0
20218,940,5.0,4.305803,5.561045,4.67,5.0
4221,11167,4.0,3.8775783,8.222601,3.84,4.0
29484,5461,3.0,3.2898695,4.533784,4.0,4.266536
28478,5567,3.0,2.0714204,5.051935,3.14,3.5
2976,7891,5.0,3.9928806,5.2629194,3.9097285,3.3375206
32871,11068,5.0,4.43,4.43,4.43,5.0
573,8723,3.0,3.4268699,5.3266582,2.889989,5.0
26720,4604,2.0,3.4209628,5.1020465,4.0,2.8
32793,5551,4.0,4.1110287,5.0746994,4.141855,4.0752287
31659,7340,5.0,5.0,5.0,5.0,4.0
28011,11375,4.0,4.122931,6.369849,3.71,2.0
6568,2599,4.0,3.571452,3.9300952,3.8495126,4.0
31901,2910,4.0,4.2306767,7.270096,3.49,4.0
39082,3923,4.0,3.1622334,4.3367186,3.68,3.9822996
1113,7746,3.0,2.9016254,3.7518647,2.952385,4.948159
26095,4016,5.0,5.893329,8.827066,3.69,4.5
6013,6332,5.0,4.101002,4.2516356,3.9,4.5
41927,3562,1.0,0.9588838,4.5027757,1.17,1.6125741
33798,3554,5.0,2.6668682,5.382941,3.4641016,3.1547005
23508,2792,2.0,3.5645254,4.7223587,3.62,3.0
6628,3630,5.0,3.8696387,4.914081,3.36,4.5
19927,9473,5.0,3.5328908,5.0829253,4.0,3.5
13432,9163,2.0,1.9390808,1.7606118,2.8,3.0
34468,7254,1.0,2.5310285,3.339915,3.08,4.6546664
5240,10042,5.0,2.915946,9.831405,3.38,4.5
8480,96,1.0,4.175489,7.698638,3.2,3.0
29536,10115,5.0,4.086196,7.0673666,4.0,3.5
32548,4997,1.0,3.6779253,7.35738,3.47,3.791777
35757,3365,2.0,3.5010731,4.378,2.8042989,3.833571
6279,3695,4.0,5.2035775,3.5858989,5.0,4.5
33616,6728,4.0,3.4103935,5.1919584,3.4024692,5.0
10823,5348,4.0,3.8048737,7.1581936,3.44,4.0
11095,75,4.0,4.039616,6.2412353,3.31,5.0
42501,2865,5.0,3.5316842,5.13566,4.0505085,2.1665914
274,2865,4.0,3.8780532,7.79186,3.8,4.0
12401,1503,2.0,3.757048,5.190914,4.141362,5.0
30365,9368,4.0,4.2671676,6.581823,4.2731805,4.1109567
3271,3269,3.0,3.356729,2.2414732,4.06,3.5
15707,576,5.0,3.2478192,2.502203,4.08,4.0
10238,9406,4.0,3.678761,4.368944,4.0,3.3136687
31128,1333,4.0,3.372701,9.852114,3.38,3.5
7346,6000,5.0,3.8056839,8.463279,4.11,2.4292393
34791,3254,4.0,3.2071118,5.162505,3.48,4.347177
38958,4724,4.0,3.8609722,5.1112657,4.6687126,4.396474
16466,8382,5.0,4.186827,7.9361386,4.17,3.6215334
33840,11454,3.0,4.1335917,5.067089,4.0853996,4.284099
8936,235,1.0,3.0,3.0,3.0,3.0
6099,9529,5.0,3.94,3.94,3.94,4.0
40655,11115,4.0,4.223744,4.2946415,3.7081504,4.0
26205,5850,5.0,4.149256,4.8521667,3.85,4.5
10034,11215,5.0,4.0733027,4.619998,4.0,4.0
33952,2737,5.0,5.0,5.0,5.0,4.0
5074,1178,3.0,2.091867,5.9606714,3.8,2.5
2976,10579,5.0,4.2825465,4.706003,4.80245,5.0
16575,8638,4.0,2.9945333,3.8130991,3.63,4.0
10747,10854,4.0,2.9115593,4.415022,3.2396371,1.0
29012,9661,5.0,4.17597,7.3644037,3.4964564,3.9895697
18102,10783,5.0,4.3489466,3.677097,3.7,4.0
17009,7895,2.0,3.4727297,5.588061,3.86,3.5
6899,7870,5.0,5.0,5.0,5.0,4.5
31091,11321,4.0,4.5716996,7.683638,3.58,4.0
37170,1489,4.0,2.9641814,5.3682227,3.59,3.5
6279,10115,4.0,3.5160267,4.5889673,3.7592874,4.8432226
31888,6633,5.0,3.069418,3.9290097,2.7196348,4.6345205
21213,1239,5.0,2.8944895,3.4456904,3.2433398,5.0
6175,4677,5.0,3.731113,8.761396,3.5,3.3111663
8848,6282,5.0,4.046079,5.1591015,3.61,4.0
31039,3990,4.0,3.3425062,4.9197693,3.7713895,5.0
660,1449,4.0,3.301961,6.795362,4.0,1.0
6707,4526,5.0,3.4394927,4.664114,3.9327998,3.4634323
43719,6128,5.0,5.0,5.0,5.0,4.5
1326,10567,4.0,3.5564861,8.495866,3.39,4.0
18694,10096,3.0,3.7780447,4.9963555,3.727466,1.0
2997,11074,4.0,3.79,3.79,3.79,4.0
11458,9984,1.0,1.7447416,2.6815805,3.01,2.5
41624,10137,4.0,4.455557,2.5793142,3.15,4.5
16551,2125,3.0,3.1868794,3.5374107,4.08,3.0
27786,4508,5.0,3.2815275,3.972251,2.9772782,3.2670834
18318,7455,4.0,4.67319,3.420101,4.23,4.0
18036,63,5.0,4.4856167,8.144212,4.298406,4.6338377
35168,6636,4.0,3.6297317,5.000113,4.082682,2.163633
28305,10735,4.0,3.3747032,2.9238873,3.996196,5.0
2923,511,5.0,3.8233411,5.2724695,4.272638,3.3617947
10747,10896,5.0,4.1789246,3.0758386,3.41,4.5
13094,11292,5.0,4.0988526,5.018127,4.4542294,3.9457886
12591,3210,5.0,4.0047145,7.429159,4.17,4.0
12407,2865,4.0,3.5526533,4.6654115,3.8974473,2.8848271
23895,10019,4.0,3.9790313,8.765451,4.0,4.5
8240,1932,4.0,2.9048235,2.7666945,3.93,3.5
21151,837,3.0,3.7566628,9.152373,4.3333335,5.0
6287,10214,5.0,4.7546635,8.658914,3.9,4.0
24753,5510,4.0,3.3926477,5.027955,3.56,5.0
25093,11528,3.0,5.1086116,3.7471828,3.81,2.5
12765,4927,2.0,3.6123881,2.493211,3.63,2.5
16454,10535,1.0,3.8100646,7.098811,3.88,3.5
40610,447,5.0,4.0170827,10.399736,2.92,3.5
28607,1799,5.0,4.5328503,11.142789,3.79,4.0
37752,1618,5.0,4.5,4.5,4.5,3.5
18288,8626,4.0,4.1006546,3.9687815,3.6,3.5
29658,11395,4.0,4.0,4.0,4.0,4.0
5310,11098,4.0,3.6844792,4.4125504,4.3396034,3.0
6279,7570,5.0,4.1382623,5.1728864,4.019238,2.3333333
3926,8447,5.0,4.3628144,6.5272393,4.0,3.5
15242,908,5.0,5.008631,9.318653,3.37,4.5
17762,10525,5.0,-1.0601991,2.345548,4.6,3.5
35494,10819,4.0,2.802726,6.577779,3.5,3.5
42135,10327,3.0,4.0424724,8.483721,3.6,4.0
6707,832,1.0,3.5715501,5.013136,3.9622962,3.770541
10056,6887,4.0,3.651592,4.730492,3.6176615,2.150261
22190,3943,4.0,3.3721097,5.0726776,3.1158419,3.0016026
40718,7329,4.0,4.1653233,7.6939654,3.67,4.0
30171,6222,4.0,4.0121145,4.737685,3.612574,3.5
21341,1776,3.0,3.5997841,4.308798,3.9999492,4.4035187
40584,609,4.0,3.5,3.5,3.5,4.0
4558,4067,3.0,3.2013726,4.642716,3.85,5.0
30046,6066,1.0,3.5038254,6.297475,4.22,5.0
41115,11074,4.0,5.2237387,9.072824,3.58,4.0
18123,2367,5.0,4.0,4.0,4.0,4.0
1954,5962,4.0,3.279548,5.507566,4.4782195,4.0
7744,8578,4.0,4.264273,6.2506227,3.8701863,2.9280055
2603,6517,5.0,4.042646,5.4769554,3.6569297,4.825592
31324,3664,4.0,1.5900352,5.1656,3.0,3.5
16248,9325,5.0,2.36454,2.4476676,3.09,5.0
14173,6636,5.0,3.8778915,10.611893,3.0,4.0
3601,8744,2.0,1.5,1.5,1.5,4.0
8626,9970,4.0,3.8048387,7.613186,4.1,4.0
25879,2012,4.0,5.0311794,6.171805,4.12,5.0
11884,7558,4.0,3.2182233,4.084054,3.735077,4.392267
26286,5265,5.0,3.365679,5.4028783,3.3,4.0
5361,108,3.0,3.5233905,6.598278,3.9925694,3.754855
38327,1411,2.0,3.7976975,3.4455698,3.61,3.5
36730,10516,4.0,3.62,3.62,3.62,3.5
2585,8055,4.0,4.510999,4.3323383,4.45,3.0
5737,570,3.0,3.3082736,3.8748124,3.78,3.0
4591,1616,2.0,2.4972796,2.2707708,2.8397331,3.5
21040,3648,5.0,3.028645,4.6317096,3.86,4.0
41524,2993,5.0,3.4,3.4,3.4,4.0
17556,579,1.0,3.571882,6.122442,4.03,3.5
30174,1126,5.0,3.6410937,8.283352,3.71,4.0
11399,293,2.0,3.9554195,4.7030606,4.08392,4.5638466
37240,4334,1.0,2.4577622,3.807777,4.24,2.5
9503,199,5.0,1.1270897,8.8012495,3.52,4.5
16610,5649,5.0,4.4650364,4.7398534,3.98,4.0
30106,10608,5.0,3.67,3.67,3.67,4.5
16705,7496,4.0,0.7892812,6.099879,3.4,3.5
31034,6200,3.0,3.0666628,4.5942225,3.26,4.5
12252,7435,3.0,4.1062193,7.02628,3.781533,3.9937062
17779,2948,3.0,3.1775594,5.422872,3.7309177,1.0
38428,1434,5.0,5.164721,5.2333817,4.2,4.0
1789,8770,4.0,3.9204137,3.5283644,3.71,3.5
43783,7311,1.0,2.9318533,4.1246915,3.6,3.6666667
316,895,4.0,3.843026,2.9324076,3.82,4.0
14313,493,2.0,3.3622148,3.7513776,4.19,3.5
35850,10616,4.0,3.7493057,5.646723,3.317742,3.2847853
16138,9645,5.0,4.0170245,5.47633,3.86,4.0
43430,6414,3.0,4.0,4.0,4.0,3.0
8749,2706,2.0,1.138559,12.041229,1.75,3.5
27275,3483,5.0,5.1750207,3.537409,5.0,4.0
18127,3497,4.0,4.0,4.0,4.0,4.5
39179,10996,5.0,5.236143,6.3421917,4.48,5.0
19258,3694,5.0,2.7266076,6.930394,3.35,4.5
31203,1105,5.0,3.5457437,8.776163,2.6,4.5
5309,11156,4.0,2.8458745,4.2898197,2.9388442,3.8537302
37518,10326,4.0,3.133651,4.202457,3.85,3.434558
547,2399,3.0,3.308313,5.099466,3.22,3.5
37045,7925,5.0,5.0,5.0,5.0,4.5
16575,10899,5.0,3.360918,4.9731297,3.7550344,5.0
2225,7785,4.0,4.63977,5.534272,3.9,4.0
43161,4118,4.0,3.5831068,4.042132,4.1,4.0
32319,2910,5.0,4.209925,6.562774,4.1,4.6747875
11708,3123,4.0,4.353718,10.486732,4.2,4.0
13931,7156,3.0,3.00543,4.172835,4.07,3.2933013
4754,4574,1.0,2.4331057,3.5880816,3.381095,2.8981414
17926,837,4.0,3.772901,12.903626,2.75,4.0
36043,9519,4.0,4.33,4.33,4.33,4.5
11439,4717,4.0,4.3734612,6.797588,4.660009,2.3835273
4938,891,5.0,3.7513812,4.439337,4.29,2.5
33178,1741,5.0,4.259007,8.025226,4.3,4.5520277
12343,8899,3.0,3.6175096,8.348771,3.93,4.97231
29492,10764,4.0,3.31,3.31,3.31,4.0
14655,5981,2.0,2.9890032,4.759288,3.1719093,3.0164585
38550,4301,4.0,4.0380025,7.114435,3.6666667,4.352871
17958,3239,5.0,5.501562,6.8541474,4.4,4.5
41737,6887,5.0,3.6088917,6.627979,4.0,3.794787
33882,5499,5.0,3.339696,5.482976,4.168942,3.5727754
23112,8905,5.0,4.119005,9.910789,4.08,4.3628
37872,9362,4.0,0.8469204,2.3773882,3.79,3.0
12765,4438,2.0,2.750362,4.0440307,3.0130622,4.2925463
13432,10505,2.0,3.0470161,4.410344,2.8,4.5
21379,5499,3.0,3.967009,7.255654,4.039351,3.6957672
32312,11303,4.0,3.757014,6.033179,3.33,5.0
19323,9534,2.0,2.8837972,14.743904,3.31,3.0
16009,10914,4.0,2.3623872,3.6763444,2.5,3.5
2970,7340,3.0,3.6635175,7.92805,3.6666667,2.262573
2761,9266,5.0,4.670605,8.121697,4.38,4.5
6707,3526,3.0,3.124103,4.765159,3.5545173,4.278966
34238,10687,4.0,4.0,4.0,4.0,3.5
7361,6683,4.0,3.6515813,6.416188,4.0,4.0
30401,3149,2.0,3.2839315,3.2294362,3.9,3.0
31161,10687,2.0,3.523618,5.058819,4.1867914,1.0
24820,9909,5.0,4.0869594,7.608556,4.07,3.5
25615,4598,3.0,2.9778798,8.242906,3.67,5.0
18966,75,4.0,3.2178204,4.7134914,3.53,3.4
4834,760,1.0,1.0,1.0,1.0,3.0
29365,6350,2.0,2.0,2.0,2.0,3.5
19242,982,1.0,3.3275886,3.7844236,2.0,3.0
12627,7120,4.0,4.124625,7.024603,4.33,4.0
41840,3105,4.0,3.4789762,6.257446,3.25,3.5
15531,5279,4.0,3.2181106,4.7246523,3.3394527,3.4649484
10563,7492,2.0,3.854224,4.300244,4.04,4.0
19808,4178,5.0,3.6408799,5.385681,3.71,5.0
6907,2859,5.0,5.214954,5.417756,5.0,4.5
3041,5923,4.0,3.3481388,4.39162,3.610542,5.0
29778,4228,3.0,4.06,4.06,4.06,2.5
15917,6685,5.0,4.930705,4.6052494,5.0,5.0
19620,7876,5.0,3.2529974,4.105541,3.67,5.0
9240,2127,5.0,3.433388,5.3269,3.6291885,3.3845317
25822,2706,3.0,2.5911527,6.450908,3.1110902,3.8319554
40939,3228,2.0,2.7929177,3.6896906,2.9461393,3.4458175
11694,11137,3.0,4.1155,5.713345,4.27,4.0
32223,10766,5.0,1.3422302,2.9789474,4.17,3.5
41748,4724,3.0,3.4885607,6.5004735,3.9,4.0
40332,6352,3.0,3.048897,5.8490753,3.24,3.177426
17480,5580,2.0,3.81,3.81,3.81,2.5
11968,6932,5.0,4.5071044,5.5906315,4.7107515,5.0
20493,5048,5.0,5.4758143,10.916189,5.0,5.0
23077,6997,2.0,3.5197475,4.154155,3.7215614,1.4102592
37240,6365,5.0,3.251747,4.721058,4.24,5.0
23700,4017,4.0,2.6496181,7.8716574,3.75,3.5
35004,4813,4.0,3.6246083,4.6980247,3.42,4.6666665
13296,8987,4.0,4.0,4.0,4.0,4.0
26960,7054,3.0,4.3769126,8.873069,4.0,4.6957965
20540,8023,5.0,5.3313174,4.1467113,4.19,5.0
38075,7045,5.0,3.2514286,3.9750028,2.33,3.5
38248,10458,4.0,3.732248,3.4503133,3.71,3.5
36036,3728,5.0,4.0,4.0,4.0,2.5
2999,10923,3.0,3.338038,4.5020695,3.5823402,4.619818
5133,3088,2.0,3.6658301,5.699901,1.5,1.160462
3971,4105,3.0,3.106502,4.5768623,3.8829734,1.8144678
38634,5423,4.0,3.4286618,3.5842779,3.421135,5.0
43340,3478,5.0,1.5696282,2.2224517,3.69,5.0
28305,7440,4.0,3.8868973,4.982038,3.191762,5.0
22756,4639,4.0,4.0,4.0,4.0,3.5
34769,10577,3.0,3.0688088,4.547306,3.020519,3.6526825
12684,8873,5.0,3.948836,6.1027293,4.62,3.5
1113,6423,3.0,3.7827213,5.292595,3.7561252,3.3930786
29171,10928,1.0,3.0384617,4.617119,3.3439445,5.0
24301,8104,5.0,3.5210059,4.4241476,3.478987,4.101833
30250,6337,3.0,3.5255163,4.4110007,3.77,3.5
8179,10608,5.0,1.0074072,14.002071,2.9,4.5
8166,2314,4.0,4.692283,7.4201446,4.38,4.0
37092,9090,5.0,2.0744984,4.7937837,4.33,3.5
34956,5049,5.0,4.463826,6.4177756,4.2578735,1.0
7416,2147,4.0,3.5534296,5.817678,3.46,4.0
41642,9694,4.0,4.678844,3.8700254,4.5,4.5
26777,9401,3.0,3.65,3.65,3.65,2.5
39849,5226,5.0,4.0980268,6.531256,3.75,2.308565
23098,5717,4.0,1.4739355,4.9609957,3.71,3.5
10567,9923,4.0,3.871946,4.9446864,2.4717834,3.3917456
34791,7054,5.0,3.6193025,6.269618,4.2439446,1.0
29711,2560,2.0,3.2911103,3.9990408,3.8182418,4.23026
26371,4900,5.0,4.3425436,6.7690363,3.8,4.5
3202,7037,5.0,4.363354,4.221615,4.17,4.5
7634,10327,4.0,3.8471334,5.6969776,4.1307178,2.3550215
6907,6879,5.0,4.665774,5.400122,4.4717474,4.25407
41261,2513,3.0,2.3949802,4.7790174,3.26,3.0
26786,6734,4.0,-3.0842557,2.3498702,3.61,3.5
33042,1503,3.0,3.6640134,6.930224,3.36,5.0
28266,9484,5.0,5.0,5.0,5.0,4.0
37229,2993,5.0,3.75,3.75,3.75,4.0
29910,7365,5.0,3.7138298,3.2762618,4.04,4.0
30967,10199,2.0,2.0,2.0,2.0,4.0
12389,5424,5.0,5.056789,4.5338106,5.0,3.5
16903,1660,4.0,3.6211224,7.1840277,3.62,1.0
42751,10957,5.0,3.5317233,4.140733,3.3964746,3.9374974
28047,5357,4.0,4.0,4.0,4.0,3.0
27879,11399,4.0,3.1782513,6.415827,3.63,5.0
6932,7118,5.0,5.056799,6.048542,4.07,4.5
39225,6240,2.0,3.543923,2.9600143,1.56,2.5
609,3445,1.0,2.2163243,7.0711675,3.0,3.5
37955,1937,5.0,4.4720955,5.6542807,4.88,5.0
33640,3266,4.0,4.4182734,6.411459,4.8179092,4.7597485
12644,9661,5.0,4.2233124,6.634132,3.3523169,4.6715617
1128,1680,3.0,3.4940534,3.6742287,3.6389678,1.5
17718,6066,1.0,3.0977085,4.782366,3.5201185,4.819695
41464,10199,5.0,3.8163898,11.972821,4.0,4.0
15047,9010,5.0,4.7812705,8.906346,3.17,4.0
398,3386,5.0,4.5349345,6.7400484,3.7377393,2.871014
13134,8441,5.0,5.308715,6.799467,4.89,4.0
