"review_id","stars"
"ZJzbNF33muFQdLG08MjzcQ",3.7093115
"k10-soGbKjNhpZ0yLAFc-A",2.3720486
"NFPS_PltE0bbngTWPPB_vw",3.7093115
"kKRsQQN68vqAz3tHhHdtwg",3.7093115
"GwMSEybSf0EDCJxw_oWuJA",4.543063
"o1-VkJtd7_2PN4xwO436mA",2.8720486
"oAOCh6-Tp3Fz5jF5TofsSA",3.8720486
"eLa72pLXGiuLcHNAQcVj6A",3.27
"Lb02vxUz04AbQ4Ij918Yjg",3.8
"9VM85FN7AEzSzYYKqU7IAA",4.1220484
"Yf7qSjSptgTMzZrDgacLKg",3.4850001
"dZte3eyTzIxGQmBLzMUgDw",3.7093115
"ZscQLyCheJYvxtFbJkS24A",4.315
"LrcWjgrzroAuOUhTws3Oew",3
"DQY2K-7r_xxrKxnxYOkqcg",3.7093115
"dGA-Ggt1NRoC3ksxREaSdw",3.56
"7v6zNOs6A7KYFikQHvv_qw",3.5
"iEPpdvm6UGcozuoIlkGjzw",3.8720486
"cud5QoBto2pJC1124I9ppg",3.6220486
"y-dwbZuWUlxdn1fguMuL3Q",3.6220486
"ZZIYBlgigq-rjtnPd9kb5w",3.8720486
"X_1hCyaPP80PcJV8SMUlfg",3.9672627
"rTw2c0ko7SnPTTF96vQiyQ",3.6220486
"yzrh8WoxBZ6XjIxjxm99_w",3.865
"dkzkOocNYfB_giCIwuIsxA",3.975
"RWI5nKI7xK_rsg5rduzz6w",3.7122626
"E_jRebDqQLBjZEiOfF7naw",3.73
"jGe5AJIc5UbGcOtSw2qm3w",3.8720486
"SVhdjGcR4n922CQfUag7nQ",3.865
"KEfMUKHPZoKU_FzuYSS-XQ",3.6220486
"d_zQ2lVpJzltw1MyqekwQQ",3.5422628
"dOYS3SEte0UYIb6S8_fMaA",3.8672628
"y3Ra1zYQKGZuESoLFKtFMQ",3.3720486
"qw-2-B_hHTpfGfhx1sML4A",4
"0_74xiRNGilaVAIl2Hr4Cw",4.1
"bgy_A_TVwd9QgS0X2jmaJw",3.6220486
"3orQGJtVrps6sOSkO0zIBQ",4.37
"_yUIct3bjl8uV_EJrh4CcQ",3.6220486
"BumewFRNJno8o631RyhF_Q",3.7093115
"BmhmSenkS1SvsOBSaRd5tg",3.395
"IgDo4rSeEAD5vggP77xyXg",3.7120252
"QpZV2phnCizO6SAlRkoCpQ",3.8720486
"H6fqQ2nF5Fvg0gGkxgmJXA",3.7122626
"a-z_qZ-Oohur2eZ27PJPag",2.6220486
"DcggjhCvms1n0eRnrKNwUw",2.3720486
"OsD1Ul3pPvdsD5L9kU7JRQ",3.8720486
"3lMpOTjP_TEgxKEYubdyNg",3.8720486
"GWlbfZlb1Cw-Yk92pZ-q1w",3.8720486
"HnYir0UO5Hh0MDPTM_CBKQ",3.8720486
"rLHXReDIDjtEbqhdyRktkw",3.7093115
"44RhRx-D0zfJUEhMGidbmg",3.1220486
"H2xmaFXyozj2lWoek6CTlQ",4.037263
"DNuCQR37bEqg7iAOObz7QQ",3
"V1XKuBlYmnlQehvd6D66iA",3.7093115
"munkgmMhHgwzRnih0Jkwig",3.8720486
"Kb1v-2WAgrKotKCKBiJnoA",3.8720486
"HJxSw9XjTy3UvfqTzWS_OA",3.8720486
"YyMwNu-0JYmFbx7QWYoVpw",3.7093115
"Ngmzd--u8hxeb4CaJZm_EA",3.3720486
"RuyrseAikN3eNVOt3GpnbA",3.8720486
"jOjaXlYTYSp7sMiESnpk_g",4.5
"PTIs0eZK5r4c7ez0w24eKg",3.335
"xu2ebLiTOX2lSI7sDuvoIg",3.525
"0HwB-8C62K0REQRI_P53Mg",3.8720486
"Ve8lIXttnSPVg-UsF79d6Q",2.75
"t9NjBrVYQaG4r_2ViCzFQw",4.25
"RyuCn4hPZmuvRlL9bqcj7Q",3.5872626
"qNMVUZqbTJnT4lScZogXWw",3.8720486
"TAs8VCBKLKqsaWO0nuXsIw",3.8720486
"-roOPhTpGwB0TTYX8vJfvA",3.6522627
"Z0WRjfOXBsDJDFAVQ2VARw",3.8720486
"Q5E5wr04b9GMPx8NnJKuOQ",3.705
"klpivuUUGWQPNk4PfMKnIw",3.323845
"SGzP8-JyBy2EfDXpW0Qy9Q",3.6220486
"swsm-PUuzaOrz_087JxrvA",3.8720486
"ILECW1F6HAYDuEhDWnjuYQ",3.3720486
"wuN-aIQXrgC_V2G8vLB8sQ",4.6800003
"Evm2-ULK7mlzLO2btwqvPg",3.6220486
"to0c7y-MLZMakOP6WnNBZw",3.93
"3HZOjoEsVs_wGfPGZhaL8w",3.8720486
"WLfeCAQxTxKhni8-EdUzLw",2.75
"GUYciEtB0xZLhf7dIAgJ1w",3.8720486
"a2YEO5fL3j3BlDCPp5ElrQ",3.8720486
"F1chaF0Ec9WWxyaF9EW2TA",4.3720484
"jcyiPg38912d3piWGr8FoQ",3.3720486
"1h0PFilp5XztGsSgNAQs8A",3.96
"l-EFuYa5-KFkxNqAdGQexA",2.3372626
"N525hBaePbR1wIZ-AhB_kQ",2.4867215
"b0bMIaBNY8pXl5M5YcjR_Q",4.41
"QaI7eCDqn_oTJ85KxuLHWg",3.6422627
"bZvybTBrEL4WpPSVoeJB1g",3.8172626
"eG8CrXeHZY6fDFbFGrRSSw",3.6220486
"FkOuvv9YfSWxdUnlpLAKdg",3.8720486
"f9Cnw_xN3ktIG1JWoslzUg",4.365
"x0nujg1Fxfg2sYFTXx6Klg",4.2844424
"r11qDrnIas6RVYo2BhpEVA",3.7093115
"4bfAYC78cKFnmMo0GkT4hg",4.18
"ixTY81_i_6QziA_JdCmnMw",3.7093115
"9NX6Uac-Vu2_yyB3ON_bgg",3.7093115
"HKHSbv-MOVMlKEJR-l0YOg",3.7093115
"EoJ9zwker4B1KSH8Sd9Usg",4.09
"y_qsVQYsl5GkjI0hCpsWwA",3.62
"N4t-7wGeoklz5LqaimRfvQ",4.25
"7kok-qzsAPHIMP1GCGx-Jg",4.0150003
"jvIn8EhAeJsRVYKk3yWskw",1.7593088
"sEsv-50nt98vDb4HcLY9qg",3.3720486
"2jHF0IOvEZqf0634wX9H9Q",3.8720486
"pHHbPUMbkG6LVAaKKvksXA",3.585
"RsMBwWHgOT_DUhW6dxZPNA",2.625
"d2IYvTnZ7Uam5csdhYCe7g",3.895
"WWfdK4q_Etm4IwkH2VA4hg",3.7272627
"ADMdp0Gu73aMi5-dj6AHrA",3.6422627
"XmHlecpEkI5T42MjUrpSWQ",3.6220486
"qJ3JcseY8s5B74imFdpxgg",3.6220486
"N95V8lNgClxjHdbRea97zQ",3.7093115
"BVKY3vexPMAqD5FuwPDljg",4.015
"5ACWP5Y9d0HxzSFfSrxx3w",2.93
"r96uGFCrjTM5cIfQzS5W7g",3.575
"hiVjOAWsWzwTKW6GKGcX1Q",3.9650002
"xoQH0PXKACQRctVyB9whuQ",3.8720486
"aIF0dqTNEjemgu3sDQ_BUA",3.1220486
"SfvjSwHus3Yrf26ijnvysg",3.8720486
"uONNsgdVkcxDYqxKIjoqiA",3.8022628
"9Uc5fA5S_8scfd15Cg_L1A",3.7093115
"hslPCUgLSSg8q703IoX0zg",3.7472627
"d5JrBsP7246dmyQAia3QjA",3.645
"2TJoOPZOX08ghduOWqfuyQ",3.855
"HBHJPBFN2XDfb2ba1yr7Nw",3.6522627
"1lBfBMiOxZnnoHPcYPCm3w",4.1220484
"WZ2mARu6mxhOLnNYG2XF9w",3.6220486
"8cD0O3Lbbg5SoCM0541D6Q",2.8372626
"tJ3R7H-OLojcL0qEMDaPQw",3.27
"-n7jvXKtQa6pOyyEImKSPg",4.175
"PLMr6aiD69_WXt8saWGkcA",4.205
"OXPpjnAxRlcxII8XPFj8Pg",3.3720486
"emVmuq01FpgQfjcyzuA5iQ",4.325
"2Y3LBOtzIN8sM_Hhn26K3w",3.6220486
"l8jlwyjYtGaYp4AZ_BPFQA",3.3924813
"UhlwJ5bQr-eKjdqqCji6ag",3.1100001
"s_bedAK1t05C7DaffuvK0g",3.8720486
"drTicw2NZEu-xeBdQLQHqQ",3.7093115
"ZNiP7LpsV-MZuaNFa-G4ew",3.8720486
"fJTYV2we_8g9vvG0_Hx-5g",3.7093115
"KL8-9uash0sD5SIHh8qDkQ",4.1220484
"Mo5kV6ZngKtNMTOUJLPtCw",3.6220486
"AOQXKAd9qKOA0YKj2p9sxQ",3.7093115
"vvZtIZAS6clAW3b78j-BXg",2.8372626
"_6wLUWTlg8r07hPewJb0wA",3.7093115
"NjpL7sGoVCqZ-ZVWEVpf8g",4.24
"vLCjv_g93XTvhmgApWsP_g",3.3720486
"--ZC_Ts9Hrn-pKOUvBgkxg",3.7093115
"2DyUtTmuwm8tcUEfpSwq2Q",4.3720484
"Bg0iFtqqhUi63ItVj89UcA",3.7322626
"lVspEruiNApyy-QnASIQDw",3.6220486
"lsYlzb6TkVcPIGdDyFtZeg",3.8
"-OVi-sAFIbIteMh9FRNPuA",3.2522626
"S1NoUuTNghOU7YtEFmBL3Q",3.8720486
"fX86I0NGFvG5SubYDmblWA",3.396055
"P_3vEYXdkrBJeaTT2yzpGw",3.8872628
"El5KWSjbfOO7IrX_eicD1A",3.8720486
"ZQmuPghnmTtFJ8L82Q_Vxw",3.4472628
"Ahtp5KJEkqorgln8tjkAog",2.875
"9fFFQMo4lVMRKVzthJRCrw",3.3722627
"K2XUYl4MZZuxS9DDFBBDwQ",3.8720486
"bZiT-vsAFAp93a9hJza8nw",3.005
"s2wxXcpC-np9xjEBtQ1wpA",3.315
"iFxXin9yeV-eLiiDFdxndg",4.3720484
"QVcOazClBDQZLCgLb62W7g",3.8720486
"MBcyCe7YxfhInd8-bXlRpw",3.6220486
"1Y98ss8OhsyfsCwSot7sGw",3.8720486
"WIz0ZeKeupj5nX2WU6RVsA",4.1220484
"soo5OwZzOopTiTwN-yu0HQ",4.1220484
"Tk6q5ZHjQWPOzIGFnUkTQA",4.1220484
"uKvLMBKiLyAP7F4AxFSI0A",3.56
"QBbXDvNLO0YVvHDjlplarg",3.7093115
"w8uAcyc0l-M1MDitSuIaBA",3.7093115
"wL0vMc1yPvRT_CuSuacPsw",4.25
"cO_alFrOEnZHeznPzgJt6A",4.5
"DA-MD3E1ZVpnWX0RqTdmzw",3.855
"1vSfru0kelK1SlWq0BV-5A",3.7022629
"YAZihvhVr6qreq8mSJYChA",3.7093115
"6DVDpUUMcAVEsTxIow8zmQ",3.8720486
"EdXbY7iJSHE_kqSulEhIEg",3.145
"zGgJCUWxe7gvE8GSkrhtqQ",3.682263
"5h7_nl8dqY2NcqXMlN-QRw",3.3720486
"-1nlmjb3zKEXd0vz_nqpIw",3.6220486
"2ZIGrCKOOWfnUjxGHsgB-g",3
"YxQAu1mSOUtpj6A5FZyK6Q",4.115
"AZ4E0azIbst2Lo6oaduQFA",4.1220484
"9PrD2jIoLiO5WTMFrmxlmg",3.8720486
"LAfkFqe5W8E41yKHjfGXew",3.3409464
"incwskDG3zLBpk06D383tg",3.6220486
"YwurN9FDjy_3Jb3AX3HY9w",4.25
"jomUN0gebpymX-TJc_zamQ",3.6220486
"vD_43WRbpc6K8q8nf75hnQ",3.2849998
"TFJ7a7c1vLmZK2mWrEMD4A",3.915
"cEqONCpaEBDHZC4TH-iNXg",3.7093115
"3vMyvbJ9qQTnp3agiNi8cg",4.2922626
"rL9cmhOYuJdScYiEN9uFMw",3.6220486
"8m5QdOABg8Sy3ZLq4L2JQg",4.2
"a-QoSWtpTpqpRilfUWwGYQ",3.7093115
"4DeFc7hm-YtT_U9VxWoDxQ",3.165
"y331wgGhXKzp6udKpGohNQ",3.6220486
"skZSscC7WLTqo0uAdXgZ-g",3.795
"tDhJyjBL7NLPXOyaPDwnCw",4.085
"8hMGBc-0wDxGwvzY1RzLow",3.6220486
"y21u-YFW7z0tYp79hgLhOw",2.25
"4usBzMu5FhEOe3tsCZ4zwg",3.285
"HSRkwIN-bO-zFcqsZHxr0g",3.3720486
"Q29gfUVfJg5i1TeuZ7V7uQ",3.7093115
"3ZBz9KVeG3Ur8EqacxOLpA",3.75
"qyah_zz1OnRrCWcOYhEWcQ",3.7093115
"SXVEPopXQzQtJdFW0G43GA",3.69
"cgKBWt8d07oQ1_6vMbVGjg",3.7093115
"Iq5oVkH7InCS8feVgx1jqA",3.6220486
"hbw_EkS_LpFE2sz6PK11YQ",3.8720486
"ylqaeQpxyr7ZeqD2NdgJPQ",3.4973707
"wV5hY7eez_M48rmjyoVZfw",3.8720486
"mRpEBlTtzHB5Gzm52WCX5A",3.3720486
"ZOXD5tpCOQf1_Hck_tevgA",3.7679172
"UzRswf8q5aw8PEjzNV8RuA",3.845
"xkdxlkoUsHDEV1uU4Qdqqg",3.8720486
"9pPTe7WuoxqJGLDwOaZU8g",3.7093115
"UuFNuY9t_dZJiLOSafYrsQ",4.13
"fbK_YkLxBc1DB6tWYJri3w",3.3720486
"YtAlRSkDGhEakXz1eRkktA",3.8720486
"3Gna7PixoEtv4kP9PLTF9w",3.06
"nI17aRpAPo_ghszPoY7b8g",3.1220486
"w44Yt7Rt1yT71iWU2aFteQ",3.8720486
"fWnqALV-TXfzkFgy5CoGKw",3.6220486
"mEYWj2R5bee--MH2tGEuVg",3.8720486
"hQWr3VjY6SySSuYCZCuK-A",3.8720486
"sRNdjEJ6VuyiRGID4sM6qQ",3.7093115
"Nfo4FXWJZDpdDV4Kuqva0g",3.1220486
"FpxeCjGRFGbqJnQtpSfP1A",3.85
"CQ_NRfzrv0xCFtLPJjsqDw",3.6220486
"e0cgLrMwAzHIWXy3FAcedA",3.375
"iNOcQ889Zefs2AZ6u6P9Sw",4.465
"GQngk5BCzb6NfE6YA-H8Bg",3.8720486
"IFPpf-vjevCpQRSYOrqlHg",3.6220486
"rMPFbiC8UgaqICjJivgidQ",3.7093115
"PoutxxwMsWXVagJNiZmakw",3.8720486
"wE_n8fm4Pe1Il0JUdC2EIg",4.057263
"96tfd8cVn5umVVc6eKGapQ",3.875
"xwQwH4RfNU8RrnkkC5kncA",3.5
"evF4W11U3WmdIcNxLW1wrg",3.975
"rZ38pvBi8ACrN8O_pN6uyA",3.7093115
"vRsinhCdEXmfN7_F14fyug",3.5
"kmq9dysWooK5kC50ZGYbKQ",3.7093115
"tRMti1PWYoiTRNZH2Ndndg",3
"rGi8IEnmOKPe9sAiPc325g",3.75
"sXYoyfp_DTikKVRimScmYA",3.5822628
"18OzYcw48boozRjdmjQgHQ",3.6220486
"yFDHeS5xBVn6fofydezIkw",4.1220484
"c8aZcn6MPLlEzWWGW3hzhw",3.3720486
"flDvdmERfKceZ3mo9XhVng",3.7093115
"01r5-gybIX3uuqJEQWXB7Q",4.35
