36288,4716,4
27977,6823,5
17438,8284,5
5761,1214,2
15421,6903,2
38692,7251,4
20863,1627,5
15297,4729,4
21762,7126,1
39621,7075,4
27618,8224,5
6817,6446,1
39202,8546,5
29541,5402,2
39242,5805,4
15531,128,3
25603,10096,2
9137,1489,4
10238,8777,4
3996,625,5
39871,10176,5
11399,6090,4
10586,8188,2
17557,10899,4
28489,6758,4
19426,8336,4
23728,1966,4
19094,5069,5
29207,207,5
14267,11016,4
28296,265,5
2895,3623,4
10692,3151,5
42987,3998,4
33625,1998,5
39628,6336,4
17788,4639,3
19661,7386,5
1413,4526,2
41838,837,4
28513,3590,3
502,8867,5
22353,5110,5
22035,2155,3
22357,10127,2
11842,4346,4
10276,2200,3
43254,11156,1
2522,6887,5
28344,2022,4
41113,1029,4
13054,9976,1
13647,6761,5
41852,2372,4
32645,5134,3
6119,10429,1
41263,6071,5
17788,7764,5
20420,2127,4
11870,6114,4
11076,3688,5
11511,653,2
23203,7535,2
3467,2136,2
7787,8725,1
19724,8899,2
38248,7565,4
34878,5274,4
5242,4510,5
39148,291,3
15676,1827,4
23707,9189,2
18012,1127,4
35362,11454,4
27614,10326,4
41206,4670,5
7622,6074,5
11076,1513,4
3116,3872,1
38271,2429,3
3884,9725,4
41120,3103,5
10854,7875,4
6894,6046,1
22428,2367,5
31612,660,5
7788,8976,2
37470,10194,4
5757,10546,4
4762,6842,3
4156,566,5
32688,4809,3
9614,715,4
6385,1513,5
37474,10479,4
9722,1513,4
12819,3974,2
29714,5022,5
8941,8903,4
1900,2606,5
17348,9661,5
31251,4996,4
24612,3343,5
10786,1449,5
2676,6124,4
7697,2634,4
25966,7707,5
38634,10775,3
31570,1216,4
15091,3264,5
41665,889,5
28772,9172,5
42693,7310,1
6568,2931,2
11587,7417,3
24476,10952,3
22878,4377,4
41238,9451,4
19933,10285,4
37572,8744,5
30982,5674,4
36497,5979,3
16009,4560,1
27451,8142,3
32920,365,4
31401,7864,2
31816,612,1
39316,10276,3
33431,4846,5
3702,10923,1
37082,5849,5
4192,1078,4
23077,235,3
20888,8782,5
23719,1124,5
18227,3123,4
39736,2155,2
12121,10705,4
37035,2865,4
40896,6877,5
13292,575,5
26195,2440,5
22357,10774,2
20092,2158,2
23075,216,5
8554,2429,5
6022,11212,2
38014,7499,3
30990,10757,5
33012,10880,2
24372,6847,5
38049,1698,4
6443,3830,1
36456,10486,4
21969,2707,4
6705,3264,4
31926,9045,5
12064,8109,3
27513,6092,4
30767,7251,5
16315,4993,4
24691,4864,3
41461,10553,5
6279,7661,5
27551,5505,4
41979,4891,3
9881,1144,5
16288,7775,5
43701,2802,5
11222,5136,3
4964,7618,4
30005,5016,3
43860,5545,4
39880,1393,5
4658,10940,4
22007,5242,4
12904,10492,2
11674,5051,4
42936,10923,3
10001,2512,4
248,9328,5
8986,696,1
22570,10923,3
40770,5144,1
6844,3145,4
8353,261,3
14082,382,3
39642,1449,5
19225,4995,5
1035,2326,1
10056,5267,4
42373,5048,5
18240,6751,2
21659,10475,5
24834,6341,5
35407,6359,5
12382,2913,4
13610,9979,5
9013,832,3
1811,10276,3
31820,875,3
27797,1741,5
31140,10214,5
21174,7961,4
10285,356,4
8021,6491,4
5044,5541,5
1270,632,4
13148,582,5
15921,1385,5
40739,10141,2
2767,16,4
23719,4997,2
36929,4677,5
23728,5722,4
8360,2228,3
26571,10632,5
2967,5805,5
19255,11436,4
34769,10119,3
9719,7340,5
25511,6855,4
32303,4913,3
22268,11022,2
22236,991,5
10743,2865,5
18674,6493,1
35994,8812,5
41060,1029,5
25048,7989,5
33688,1200,4
10276,10283,4
12504,5048,4
6858,6133,5
14128,5473,5
43562,3872,1
28838,7707,5
38089,715,4
40469,10096,3
10995,660,5
19635,6931,5
34317,3916,4
19140,9479,4
15264,11015,4
9722,3263,4
34020,3482,3
8800,7256,1
43703,2774,1
6156,11228,1
8890,381,5
37687,7255,5
5991,2314,1
31411,1421,4
27512,1760,4
12504,9916,4
19045,9519,5
33672,4718,4
17757,2455,5
42106,7570,3
11530,2336,4
40125,3993,5
39987,1341,3
246,4664,2
17438,883,4
35168,2634,4
9574,8309,2
41453,5155,2
22208,5732,4
6500,9793,4
4746,7176,4
42826,11026,3
17327,1294,1
17562,11313,3
41295,2500,1
24539,4760,4
35257,1215,5
24194,9062,5
21439,2925,5
31814,8893,4
21681,7567,3
40544,6356,1
33882,1166,5
17390,2663,2
28365,657,4
1145,2838,4
22220,2714,2
34407,2372,3
28402,2884,3
41048,7281,4
23123,3350,4
41246,3398,4
24644,293,5
7914,6695,5
37371,715,5
36046,4101,4
26631,1730,4
21845,2194,2
11968,770,5
39137,647,5
3059,6918,5
13554,8723,2
11232,10608,5
7744,1868,5
33882,7399,3
30171,6887,4
15917,10632,2
8699,11027,5
3996,4439,5
31002,9619,5
8417,7827,2
33207,4858,1
32644,7704,5
30990,4366,4
14723,5048,5
39538,7311,1
38400,10895,5
303,10374,4
37928,6481,5
10435,8778,4
1892,4052,3
27544,75,3
37115,6259,4
735,9287,4
39127,10042,5
19426,11301,2
16940,2843,5
32574,7075,5
33488,606,5
36922,3365,3
8960,837,4
18132,10115,1
17962,8332,4
30954,2322,5
19102,4677,5
12526,6064,4
16004,2192,3
20832,10686,4
22734,5641,4
16318,1149,3
22465,3910,4
42094,811,5
31262,1503,4
1557,9181,4
21937,7701,3
6371,2416,4
42193,8863,5
25512,2899,5
17271,1513,4
12110,1077,1
15291,2314,1
38879,8354,5
29042,5645,5
3271,7614,4
38634,3986,5
13713,4494,5
28205,687,3
32077,9534,4
35460,653,2
3996,6331,2
32753,10772,3
23569,4997,4
20213,4881,5
12448,3338,4
18590,10205,5
11241,4312,5
13157,5168,5
3224,7127,4
30236,3270,5
20266,196,4
14385,8526,5
17153,1406,1
17480,6364,2
19884,5211,4
38026,6133,5
19617,1900,2
34534,6066,4
11649,3862,1
3605,4320,3
11399,8876,5
34167,7183,5
43506,9269,1
13852,3052,3
41490,1061,4
37261,3990,4
955,63,4
41829,6804,5
39332,7694,5
2843,6982,5
10935,2391,5
35997,10479,5
32234,6966,5
37812,219,3
22632,1965,4
32793,2264,5
26199,3552,3
9534,7054,3
2500,5034,2
35061,9780,2
30495,1612,4
23763,4459,3
23911,1333,2
37350,1105,5
20670,687,3
31579,6703,4
6089,7042,4
32126,5278,5
21886,5938,4
25978,9003,4
41212,3261,2
41578,9600,5
17587,5363,5
198,3937,5
41725,478,1
9722,10411,5
43353,3995,2
36735,8051,4
26904,1950,1
14562,2735,5
11464,8731,3
1892,5672,4
40975,5543,1
17390,4407,3
43084,9473,4
39695,455,2
26667,9869,5
24873,697,5
25050,185,4
4192,7054,5
3915,749,5
34567,9256,1
11962,3429,4
9782,7183,5
33059,9978,3
19661,6592,2
38634,2710,4
1270,10699,3
31849,4094,5
4332,263,2
11320,8382,4
22997,8782,4
29023,7864,2
28809,8382,5
30743,10798,1
20362,5953,3
5557,3795,2
13385,6469,2
7570,2367,5
20326,764,3
4345,9818,1
25782,3266,5
24539,10957,4
41057,1648,5
40655,3579,5
1771,10553,5
5683,5332,4
1370,3513,5
43182,3626,4
15760,7622,5
16138,11225,4
10567,9719,5
31034,7285,4
28099,2065,4
34034,6160,2
28991,4204,4
27137,6636,5
11661,5996,4
7292,10499,5
7211,10165,2
41490,9538,5
26363,6327,4
7836,10091,5
42852,6903,5
6378,11378,2
37035,7000,1
16346,10227,4
33709,8512,4
2999,492,3
32965,8073,1
34217,11220,4
33617,1900,1
20067,663,5
21385,5610,4
3035,2324,5
22343,2351,5
14206,2507,5
31813,1708,5
38631,6423,3
15741,4474,5
19336,809,1
22270,5016,5
31105,4269,5
38293,8173,5
40907,2843,4
17451,578,3
35006,216,5
33731,8284,5
10203,3429,5
23227,8985,3
29957,3514,5
42758,2342,4
42639,9449,4
40835,1710,4
6712,9123,5
21132,7908,3
24827,3850,4
39703,9680,5
37518,260,4
19048,5461,4
6707,10482,4
41287,8355,2
43433,9459,3
24873,9045,5
6531,6491,2
15938,6381,5
8240,10729,4
30760,1126,4
12087,6924,4
5433,5025,5
36445,1449,5
39082,6928,3
11568,9048,5
40000,7693,4
6175,6095,4
7792,1548,1
42662,6603,5
24370,3865,5
13066,10042,4
7102,3398,5
16769,4474,5
36814,7513,5
21734,6632,4
1672,7369,4
6165,10475,4
35533,7677,1
35614,108,4
38388,2553,4
40952,8484,3
27155,9622,5
28701,1329,5
13516,6164,4
28195,6932,3
6966,9239,4
36493,3908,3
9614,8141,4
5220,7023,4
3883,6414,1
27288,5887,1
12777,6983,4
3702,11178,3
16958,3901,4
42501,7594,5
4380,3429,4
16913,9095,4
16747,10828,5
4835,2547,4
43049,3466,2
27941,1848,5
22595,9973,4
6500,5674,4
31577,660,4
7012,9534,3
9367,2955,3
30050,9208,5
314,6924,5
7576,9600,4
40386,6703,5
12120,9191,4
16323,2217,4
14009,9525,5
16690,7317,2
39961,1708,5
18044,621,5
26736,5314,5
16362,2547,5
13066,6566,3
14515,7817,5
33630,1572,4
25813,6527,4
37702,10155,5
29711,3415,4
1681,9613,5
21832,6774,4
6242,10859,4
15994,6289,5
18119,1321,2
26554,1660,4
4647,8223,5
17693,8785,1
9722,3439,4
17960,8317,2
11500,6958,5
26279,4097,5
36169,7054,4
23157,199,4
20443,10461,5
16487,5615,4
4486,5314,5
36260,9898,4
33439,6124,4
26667,6639,4
12735,4351,4
18077,6181,4
9137,7891,4
26069,6903,4
1226,3850,3
15019,2147,2
23940,7853,5
848,8588,4
30288,4881,5
43217,9935,4
25348,1283,4
3318,5297,5
42081,3260,3
12423,802,5
31376,2118,3
7046,762,4
42307,9162,1
36233,2194,3
40600,2492,4
22237,5805,3
16603,10954,3
23450,8284,4
16135,7254,1
42447,2345,5
28976,339,2
26025,5685,4
39993,4361,5
2018,3621,5
38642,1454,1
9256,749,4
17621,3429,5
41060,9963,1
18628,10724,3
43048,9661,4
26403,1342,4
5151,10079,4
32636,10608,5
40030,3424,5
644,10326,2
38500,1787,4
40424,4843,3
8699,120,4
30282,7694,4
31949,3817,5
4439,7266,4
22833,691,5
2755,6903,4
14636,10725,5
42408,8683,3
7176,1896,4
8670,7677,4
11326,3887,1
27541,7018,4
2250,10299,4
14135,10858,5
22264,8869,5
5081,4524,4
23482,3429,5
34039,4391,5
41529,5762,4
8018,1895,5
11019,2126,4
35757,697,4
27148,7096,2
26778,9648,3
13157,6644,5
24006,4827,4
41011,10060,5
26471,9096,5
19810,10060,4
3956,3974,5
23359,2610,4
8360,6633,3
42720,3087,4
3676,235,3
38692,4478,4
30592,1585,4
20902,5805,5
10095,4967,1
28825,377,5
33436,4977,5
18096,2213,2
34371,3123,4
38271,1329,4
33840,11403,4
6089,10402,4
1060,3201,4
32321,6381,4
5310,3849,5
2295,1621,4
2071,6435,4
34218,9925,5
38958,4590,5
12401,1927,5
1996,4006,4
39407,7869,5
7454,9192,4
11565,515,4
10695,10199,4
41371,3547,4
37569,4729,4
37679,7281,4
16004,1606,3
13452,6327,4
9006,5946,3
13911,4454,3
38638,8759,5
38454,9983,1
32485,63,4
11076,8683,3
16081,9925,5
8620,108,5
12620,4773,4
3326,4946,4
27232,4715,2
3105,2159,3
23663,10734,1
295,3621,4
18633,657,3
21083,2541,3
1637,9546,5
2401,5728,3
10979,4052,5
41111,8643,5
20420,10098,3
23332,8289,3
14762,3319,2
13125,4052,4
3254,8323,5
5778,638,4
35994,7055,4
31441,1708,3
31423,3794,3
19222,2437,5
11884,8262,3
41212,4655,4
5262,4004,5
21888,10386,2
31425,8752,5
4381,2109,4
10759,10608,5
18694,6000,5
10748,10686,2
10532,8010,1
23740,1797,1
39871,9534,4
32077,5924,4
14655,3264,4
24578,7435,5
22567,5676,2
5303,9100,2
21645,3072,5
12395,6932,5
16779,9459,5
9722,6399,5
22415,10272,2
9920,2363,2
40386,4479,5
1218,6212,1
24065,9773,4
43209,3039,4
36760,11013,3
33999,7054,3
12864,4479,5
8340,3111,5
26835,5479,4
3535,2606,5
16955,2086,5
2787,8149,1
40094,173,3
32320,5721,5
22546,9996,4
20154,4948,4
22648,8899,3
13415,1927,5
35888,6253,2
2999,4196,3
6279,10363,5
26103,10901,2
22607,10453,1
31397,3850,5
43537,293,5
34883,4108,2
26248,3554,1
10343,7340,5
5310,5261,4
21960,5679,3
17437,2506,4
35335,8869,5
40352,3998,4
23583,1489,4
11884,1841,4
1685,6695,3
31200,7252,4
36180,1150,4
29219,3080,5
11680,10869,3
19296,3075,5
4190,4105,5
11523,11178,4
41210,6223,5
41913,890,4
22046,2777,3
21082,3850,1
14723,5531,5
19135,7058,5
6146,775,3
26218,1150,5
4277,10070,5
11433,8683,4
31950,2342,2
955,6423,5
22810,7386,5
14510,1323,4
11268,11405,5
32381,381,4
25733,10278,3
2488,11303,5
24612,5209,5
12001,7038,4
39666,138,5
34637,621,2
17779,1938,4
5685,7074,5
40445,5732,4
7010,4016,5
42734,5362,4
29207,4727,5
42643,9887,4
36678,4598,3
8880,5752,4
29836,203,2
6380,8953,4
295,10374,4
29309,201,1
18672,3163,4
42639,1449,5
36504,11228,4
34414,5976,1
13157,10070,4
34491,4189,5
18443,7404,4
32374,5263,5
36534,10202,5
4921,8020,5
20001,4826,4
8305,11074,3
20242,11065,3
38592,1493,5
21107,2331,4
11324,981,5
23332,10056,4
9995,11447,4
3996,10769,4
40228,4699,4
20369,2580,5
22052,3429,5
34769,4838,4
22681,3850,4
39524,4724,3
10377,10283,4
31139,5873,2
8374,4032,4
26964,6066,3
33154,4598,4
5310,5940,4
17290,4892,4
26099,3088,1
7996,8290,1
33950,11228,5
16202,2303,4
41933,6683,3
28374,7966,5
29373,11228,5
8240,1378,5
41253,6598,3
7130,7635,5
35450,3233,1
42826,2492,4
19086,1955,4
179,8186,5
20226,11119,5
9614,3723,4
19274,1431,5
29361,11301,1
26714,3621,3
38634,191,4
5005,6903,2
36017,9186,4
31062,3781,5
34816,4885,2
12417,5297,5
15531,6897,3
16981,9456,1
11707,6155,1
39977,5390,1
43372,7464,4
3954,657,5
42936,4677,4
28558,10957,2
12712,11155,3
6279,5538,5
34560,2842,4
14958,9759,5
22875,8863,5
11184,1799,4
23597,1010,5
21896,1385,5
30105,6489,4
41373,592,2
30891,6181,5
33113,5013,2
1951,5499,4
7238,6327,3
30944,2080,4
33807,2367,4
24071,3438,4
9973,7464,4
19843,4177,1
16913,10354,4
34511,2161,5
32655,889,1
35217,3661,4
34904,7891,4
12617,48,3
21960,7952,2
35230,5279,2
7363,10500,5
8033,1982,4
4825,11429,2
43182,6553,4
34712,6513,4
32753,5740,5
20397,2221,4
21213,7783,4
14699,10126,3
31849,10374,4
36705,428,5
30754,7463,5
21792,8354,4
13987,2076,2
15603,8553,5
31814,6399,5
2579,121,3
8884,5499,5
19843,7593,5
1448,3505,3
4159,5503,3
6638,926,5
7742,5531,5
31089,11044,3
26403,2538,3
20044,2020,5
3648,4140,4
1301,5228,2
22066,6850,4
14140,4729,2
8531,3801,3
6279,6898,5
16100,9152,5
34766,6066,4
8261,1529,4
33636,11484,5
11884,9661,5
17438,3982,4
6568,5762,3
40439,8976,4
29459,9575,4
20995,7995,2
36225,8668,2
24733,1469,4
16575,7500,4
15256,1588,5
16913,3923,5
41359,10324,4
25978,573,3
38324,3654,5
17437,10176,2
17278,9421,3
37861,9045,5
27515,9953,1
28699,1861,5
20714,5615,5
6155,8899,4
15918,1337,1
32357,365,4
33654,8723,4
24757,5546,2
40301,3254,4
33827,10553,5
22263,365,3
34216,2455,5
31831,4474,4
43809,1323,5
7757,11522,3
38115,5051,5
36356,10386,4
5172,11378,5
7413,4993,3
37536,4997,4
15064,1627,5
40215,9117,4
28385,7344,3
20384,3370,1
25590,2365,1
28701,6352,4
2767,3134,4
995,1010,5
2847,6858,5
22078,6315,4
30171,3424,5
31520,4552,2
15163,11413,4
8956,10834,4
38907,10552,2
35326,5833,4
38779,3850,1
8118,660,5
10014,5746,4
6013,7662,3
37050,10779,5
19265,4295,4
10428,7087,4
29305,50,4
4301,5343,4
21132,2036,4
41465,10224,4
8017,5645,2
6003,4729,4
15654,11323,4
33914,2657,3
33746,5975,2
7918,8543,4
41478,3266,4
40580,7488,4
22567,10527,5
8986,4702,4
12662,11191,5
38634,6897,3
23180,7639,5
18952,4967,5
15427,11167,2
32866,6532,4
42751,10116,4
37269,8693,5
41852,7285,4
23550,6130,5
22237,9198,4
6196,108,5
35495,1760,4
28778,5397,5
24807,5763,1
15974,5242,5
3155,10191,5
1169,1204,5
20659,7367,5
24834,9564,5
7298,2704,5
11701,6780,5
29227,5184,1
16914,10923,4
28986,2235,5
17681,7655,3
33128,11366,4
7643,7337,5
16913,4059,2
24292,749,3
23446,6228,4
20887,2843,5
9353,1516,3
34707,586,5
24021,6729,3
40446,3500,2
25978,3754,4
13314,5172,2
36165,3322,4
29635,3214,5
21918,2802,2
12407,11375,5
9122,3555,2
29925,1140,4
30237,9287,5
8039,5267,5
37035,6469,4
16450,8801,3
4027,2842,2
30199,10079,2
26490,2547,3
27680,1126,4
24116,1888,4
37518,2455,5
28052,6632,2
18465,10923,4
34970,6327,4
36270,933,3
22514,5679,5
12504,8406,4
7991,1088,5
5084,4709,2
24163,263,5
2863,6636,4
15562,2248,5
36004,11135,5
34059,11026,5
21643,9190,3
33840,8485,4
2765,6448,4
37396,8138,1
19110,11261,4
40718,6430,4
35244,6267,1
15795,1067,2
6042,10677,5
12337,2777,4
40142,1757,2
30863,8854,5
7208,6206,4
8074,11484,5
23902,208,5
15639,216,5
24335,9493,4
5748,6401,3
1265,7135,4
8912,7870,5
30920,5855,5
42778,2164,3
31116,5679,4
353,10388,5
11012,5499,3
3776,7465,4
25200,8531,3
10946,4472,4
2500,6058,1
10060,3865,5
30335,10786,5
11864,230,5
9778,782,3
6870,1937,4
931,10569,5
27941,2627,4
36029,11350,4
40163,9181,5
8601,11080,4
2477,3677,3
14015,8553,5
27574,2830,4
22075,10482,5
10018,7635,5
28434,5782,5
9322,2451,3
39254,2910,5
22525,8053,4
20244,9654,1
10421,10519,5
26903,63,4
39741,9075,5
16346,3119,4
4558,11224,5
14772,10095,5
43275,6902,1
25935,108,2
24940,5499,5
316,10108,5
39419,4624,5
13840,6844,3
34584,5404,4
23033,11459,2
21341,7344,2
32317,4748,5
20016,8460,2
17040,63,4
3355,10326,1
268,5360,4
19140,7254,4
41246,6271,4
19128,2993,4
23077,6327,3
25566,6616,4
13148,4076,5
10025,3297,4
41203,6924,3
42758,8614,4
6279,837,4
1113,4792,5
14743,4470,4
41048,5499,5
23719,6140,4
33053,4945,5
23836,5500,5
2594,3830,5
16880,10492,1
10982,1359,5
12765,9151,5
18586,3398,4
40725,3067,4
4295,118,4
5667,4222,4
28044,7750,5
9207,1300,4
3351,5452,4
20717,1845,4
339,5022,5
2380,10019,5
8656,5518,3
17470,2930,4
6907,10728,5
12407,9095,4
18913,11413,4
3153,3681,4
5778,3213,4
5309,6683,4
12526,3943,3
23858,2505,2
3915,10715,2
10583,9780,5
23223,5746,5
10499,1449,2
2495,9844,4
38713,5981,4
26098,3654,3
32293,2905,4
11066,687,3
30136,7246,5
27661,7075,4
31038,7879,5
37564,4494,4
34600,7553,5
16461,4679,3
30171,2513,3
20776,6055,5
5133,1988,5
20199,10060,5
31139,8521,2
32335,2045,4
14619,7715,4
33836,1904,4
3505,1529,3
24539,3849,3
5411,3548,3
26206,9981,5
6008,6267,4
38026,584,1
41060,2580,4
4046,7417,4
10370,8966,5
16419,1362,3
33412,1940,3
21098,9217,5
27428,1325,4
17450,682,4
18054,3691,5
33700,687,4
11756,9256,4
11942,14,4
33836,9795,5
20959,5963,5
27669,825,2
41047,5048,4
21155,4137,5
42413,5616,4
5168,4378,4
19401,4119,4
7815,9534,1
14115,6924,3
21508,7918,1
40263,10687,4
10567,10414,4
6151,2884,4
2928,5782,4
38324,7468,3
39876,4975,3
39082,9075,3
23940,2056,5
15520,9665,1
15917,1494,2
33909,667,4
37156,10616,5
26587,9519,4
40467,9385,5
2976,8364,1
41943,9126,5
34586,6649,2
29010,3138,4
35750,9534,5
745,305,5
36639,4370,3
20344,2769,5
41466,7257,4
28434,3431,4
4090,11082,5
29850,8556,5
25220,4517,3
7115,3923,4
6847,1150,2
42996,8832,4
37756,9290,5
38234,2412,5
5933,4158,4
19357,7021,5
17437,832,5
33750,9119,2
32121,7856,5
5346,4249,4
18882,10873,5
9256,1547,1
31627,4526,3
11611,6111,1
24801,2950,2
32928,7347,2
35751,3221,3
2681,1469,3
20053,888,3
41060,5679,4
21797,2634,4
16144,9152,5
41060,7558,5
22286,4298,5
30543,4718,5
14356,5114,5
33177,4480,3
34517,2119,2
31354,8744,5
26890,2118,4
7117,9535,5
33638,1375,3
5037,3425,1
8079,7785,4
32278,715,5
37643,2228,4
19604,2993,4
1424,706,2
9197,7251,3
33990,7541,5
14104,3314,5
5737,7863,4
7413,2374,3
14784,3185,5
24853,9758,4
32303,2374,4
20189,4972,5
39475,7499,4
38213,1494,4
14917,6005,4
26501,10676,1
9474,10147,4
26490,6773,4
36087,6958,5
10847,7074,4
38353,8543,5
13549,10312,3
36356,1239,5
6568,9368,4
17024,5681,4
3144,985,4
3417,9034,5
16335,7435,3
38048,9964,4
12764,11166,1
13352,1660,1
7775,10496,4
21746,8899,5
4053,9658,5
11107,5444,1
32261,2160,4
12753,416,2
40770,5431,2
9183,1573,5
29207,2172,4
22540,11003,4
21526,48,5
29126,2363,3
29007,2965,4
35281,5556,1
31579,7651,4
13987,3664,2
24851,4685,4
30109,2859,5
15497,9162,5
19168,8742,1
31995,1651,3
9863,9086,5
10817,10703,4
2923,10908,5
21629,10227,1
13090,3894,4
24158,10608,4
20392,7251,5
36123,2628,3
4176,5363,4
16004,10486,2
24024,9600,1
26257,10017,4
36842,11243,5
9341,9584,4
33416,9498,5
