6634,1841
5189,800
43993,6958
43994,10304
43995,7490
43996,5301
29850,11599
43997,3538
32494,8354
6050,6923
18307,11600
28054,1185
43998,10108
18969,4106
43932,105
15964,11601
18998,11602
43999,9300
38963,3681
14489,8723
44000,7135
30648,3260
44001,3534
44002,11594
16257,11129
8843,7251
44003,1414
16913,11603
44004,4171
44005,1083
44006,3075
44007,11454
44008,2024
44009,8460
44010,11570
44011,8182
19037,11597
16460,9421
44012,11604
44013,4070
44014,10567
44015,5499
44016,11605
44017,3468
44018,2177
34850,3429
3840,8427
30633,6430
44019,1174
33347,2333
37797,9465
32026,11606
43900,2580
44020,8905
5605,11571
44021,3998
23673,8599
30171,6953
44022,4975
44023,3075
43983,10898
22784,63
44024,9935
29814,4709
44025,3552
238,11429
44026,11450
43882,8730
44027,9995
44028,11349
35256,2723
25811,11607
33179,10461
8988,9308
36260,11608
19944,11609
44029,7573
44030,7039
41350,2539
10203,6918
44031,11610
19153,4825
44032,11611
44033,11612
44034,11613
30995,2158
32234,11251
32911,10042
41665,6301
24733,7441
44035,10229
44036,9640
26158,10199
28976,4870
27601,10916
28457,11614
20329,11615
44037,1904
44038,1841
44039,11616
43142,9619
29274,6914
13324,6948
8869,10530
44040,5499
44041,3278
44042,4227
11039,11617
44043,11618
35397,11619
5242,339
25474,6821
1021,11620
44044,3621
44045,3653
36102,11621
2936,4449
28889,10690
41246,8898
44046,6070
39647,1081
44047,8829
3087,10227
27101,10093
44048,11074
44049,11622
44050,9970
44051,11623
44052,7054
44053,3974
44054,11601
4008,11624
44055,11625
11143,9196
44056,1864
44057,11626
44058,8830
16257,11627
44059,8553
35277,9661
10748,11628
44060,4485
24276,6350
7742,11629
44061,2962
6530,11630
21800,192
41295,11631
44062,5975
11458,3707
7413,2129
44063,8101
44064,382
44065,6010
44066,4676
44067,3489
44068,3621
44069,7635
12001,6252
44070,11581
44071,11632
26996,6321
35189,2260
43771,10299
14509,11633
44072,11634
44073,575
4754,1473
26168,11635
44074,1864
44075,5565
5393,8723
37490,11375
44076,7421
44077,9820
5268,3814
44078,3261
2315,6267
44079,7490
19661,2208
853,1684
44080,11636
4378,11637
44081,304
19944,10461
44082,11628
12422,3219
44083,8337
1560,8803
4363,7925
44084,1494
42312,8519
43064,2818
44085,5064
44086,11619
30409,1480
44087,11638
29101,7258
44088,11639
44089,10217
44090,202
41295,1938
44091,2865
44092,2440
6279,11370
26168,3477
44093,9916
44094,11640
32704,4840
44095,6046
44096,11074
41168,10176
44097,10826
44098,1435
44099,5029
44047,9192
44100,10227
44101,11641
44102,782
16069,1326
44103,6208
38228,4321
26674,11484
43910,2865
44104,2706
44105,11642
44106,653
11968,11643
20138,1973
43376,5069
5384,8578
44107,11644
11336,10128
44108,11645
39755,6430
6165,1542
30026,11646
44109,697
44110,4677
44111,9626
44112,11647
18695,3266
30156,792
26974,9698
44113,4748
18108,8354
29207,9761
44114,9925
44115,11648
44116,9534
44117,2519
13923,11649
40745,11377
44118,11461
40540,5981
8180,463
44119,3814
41970,2864
44120,2158
36123,11375
44121,5381
20869,11650
34956,852
29315,7347
44122,11392
44123,835
44124,11651
44125,1180
38037,11652
44126,4652
44127,11653
44128,11593
44129,11654
44130,8875
7154,8553
6089,6292
43991,2147
44131,11655
44132,7673
1582,11496
44133,9534
32880,11656
44134,6206
21468,11653
44135,4069
12543,6695
33770,11657
31839,11658
34371,2916
44136,6408
15533,11659
44137,10042
30086,11660
44138,5722
3087,7260
44139,7289
44140,7746
44141,1333
28786,11590
44142,11661
9572,8049
44143,8899
11522,5740
44144,11662
44145,11663
44146,7920
44147,6636
955,4717
6282,4237
44148,3376
16421,9112
44149,5723
17621,11156
20816,10001
44150,11664
44151,3801
31206,10962
44152,7406
44153,11665
44154,715
6587,2580
44155,3508
2763,11666
6587,866
34809,5408
5679,4052
24849,11667
44156,11668
44157,6540
44158,9327
28029,11669
30304,2899
35077,9598
44159,1163
44160,5963
37797,2872
44161,11670
8705,1329
22450,9816
44162,11671
22665,4266
23603,5519
44163,11672
5173,11673
44164,11674
19661,5492
44165,11578
44166,10042
44167,11675
6660,10500
44168,5505
44169,183
8326,11676
18694,11677
34186,11585
25155,8076
44170,11103
44171,5531
44172,8027
44173,4922
44174,11678
44175,11418
44176,11679
34263,9677
44177,8881
44178,908
44179,7494
14775,9321
44180,1750
25548,5939
44130,3210
44181,11680
44182,5483
228,4910
44183,11543
44184,9015
22545,3529
873,7819
11760,7728
44185,4052
44186,9780
44187,7040
33281,11628
44188,10283
4574,11681
44189,4684
22516,11682
44190,7469
24847,1998
44191,11683
886,11684
44192,9534
44193,2779
44194,6918
44195,11685
30259,6534
1113,10954
44196,11686
44197,5033
44198,1798
44150,9983
11032,920
44199,50
44200,10094
44201,3462
1877,3874
44202,11687
44203,146
44204,11688
38982,11689
35393,7890
2224,9763
9026,4449
44205,2706
36163,4076
44206,2539
1807,5191
44207,1011
23149,7558
44208,928
44209,8936
28882,2499
44210,10334
7281,6633
44211,6754
44212,354
38729,4717
44213,10273
44214,1722
44215,4564
44012,11690
37371,5946
39372,7040
44174,8440
44216,10217
44217,8149
34331,10042
26508,3043
43875,361
44218,5390
14917,11691
44219,1963
13927,11692
37597,11693
44220,645
44221,6527
44222,4643
22995,4447
44223,11694
30854,1351
513,2127
44224,6948
44225,5908
44226,9640
25811,9262
44227,11156
44228,1214
44140,3940
44229,9605
24704,5714
44230,4247
44231,4704
44232,6074
32198,8388
44233,8553
35573,11450
38982,964
44234,6010
44235,441
19424,7054
43993,3363
43951,11082
22465,7103
44236,3651
29107,192
20816,7884
35742,1400
44237,216
44238,1566
34977,763
44239,468
44240,6725
34758,11642
23077,138
1514,7625
43958,11695
24827,11340
21083,11696
11447,11697
44241,11698
26168,6598
44242,4017
44243,10778
22073,4510
41931,5226
44244,6598
44245,11543
44246,8025
26539,11699
44247,7673
44248,7040
3924,11700
487,733
44249,10924
2809,11543
852,11594
21739,4918
2809,9471
23332,3210
44250,11701
44251,4996
24955,2764
41157,5566
43928,2792
7701,7095
44252,11702
44253,4581
4926,11703
31198,4437
38634,5488
43925,11704
44254,4439
44255,5237
44256,4298
39968,11442
36254,11705
44257,11706
44258,3869
43910,2260
41970,11707
29464,8057
2923,11594
44259,7280
44260,6993
7465,9382
44261,11708
44262,11709
44263,11710
44264,10129
40227,9964
44265,11711
34967,2968
34956,11675
44266,1111
44267,1469
36435,7699
44268,11712
4063,5048
6641,9972
44269,11713
42248,4718
2502,1016
44270,4948
44271,610
44272,11685
40055,438
44273,8799
22784,10553
12621,10260
26168,6130
38654,11714
3426,11691
44274,9466
20087,3438
44275,2147
44276,6145
44277,11167
44278,11597
32234,2490
44279,1333
34579,11715
44280,343
44281,10485
44282,8131
44283,11716
44284,3814
44285,1816
4194,3850
44286,9409
25514,6898
10327,2751
44287,9738
44288,987
15676,1774
33862,11484
4022,2547
44289,5870
44290,11717
44291,11557
44292,6480
44293,11385
44294,20
44295,11718
41597,2323
12328,423
31737,11571
44296,6613
1128,11571
44297,7366
41684,6489
21525,3641
37861,6540
44298,3075
1962,11719
15207,4598
18864,3971
44299,763
31135,4994
44300,11720
44301,6860
12407,7638
4951,7410
44041,9534
44302,2993
17174,3691
7949,654
44303,11721
40215,11722
44304,11723
44305,3605
40142,9816
41795,11724
37800,3162
5393,9198
44306,4390
44307,5726
44308,9445
17173,4913
44309,5787
44310,807
44311,2295
44312,6740
44313,1573
44314,9534
44315,949
44316,6467
44317,3534
44318,5142
44319,10567
32053,11725
44320,11703
44321,7135
44322,11726
41852,10687
44323,11727
44324,11728
44325,11729
38729,11695
19248,162
44320,11730
11445,11731
44326,3862
44327,11732
27974,10315
44328,10374
44329,3397
44330,10711
44331,2112
7751,10608
20027,1112
41684,10260
33365,2247
44332,11733
27451,4449
44333,1426
44334,11484
44335,11734
44336,11735
43399,3317
44337,4677
3228,14
44030,11736
44338,11737
39372,11738
20254,5633
40216,4017
5826,3508
16134,1973
9511,2934
44339,10384
44340,4655
44341,5043
9736,11739
44342,7448
44343,1777
26777,9401
43169,1216
44344,9338
44345,5983
44346,5977
16318,11740
3158,7333
21820,11741
24618,10774
1448,10779
35468,10199
44007,11742
32234,8584
44347,11666
44083,7055
44348,4566
44349,11558
41168,11743
9276,308
44350,10273
44351,12
44120,9522
28764,11673
44352,5805
12606,10042
44353,3621
44354,4825
44355,2118
16963,10128
2936,7450
22574,4910
44356,3179
44357,2367
44358,11733
44359,6565
25386,9672
44360,11744
44361,10126
44362,11745
44363,3552
7751,3044
12813,11746
18451,7054
43962,5604
44364,11256
44365,11375
44366,7512
26810,2432
1626,586
43893,11747
44367,4008
33672,8021
2903,7952
33154,4748
14851,7120
32838,7254
44368,11748
43983,8969
6707,7635
38248,11590
43726,6130
44369,7054
44370,4510
29315,6446
44371,11749
4494,8427
32007,11750
26974,11751
20086,1329
44372,6858
7634,11570
34002,995
44373,7514
24849,7394
43161,11752
13632,483
44374,2260
886,5261
44375,9683
44376,11753
44377,11628
44378,5794
44379,2229
44380,120
44381,5402
44382,2335
44383,9264
16460,7494
40447,339
20624,11754
14942,11755
13890,663
44384,11756
37999,11757
18161,1513
44385,1194
44386,11758
12206,6738
14760,4591
44387,6728
44388,11759
44142,6858
44365,6142
44389,11719
9382,4001
44134,11760
44390,11750
34498,11761
32665,2547
37371,11502
44391,11762
44392,4884
31251,7312
44393,8427
7502,11579
44394,2372
44395,5830
32766,11763
40469,5558
18428,6782
40347,9604
40347,7365
39499,3251
2381,1029
24904,11225
44136,11764
30932,11366
44396,3691
44397,9626
2039,7197
16789,1494
44398,9564
44399,11765
44400,1513
44401,7945
16690,3261
44402,11429
44403,7058
42105,10714
12151,11578
35026,5895
1249,4860
17441,3472
18623,11766
44404,9812
35004,7108
43981,11767
21256,10567
44405,8405
23609,3814
44406,534
44407,895
22611,11757
44408,7419
44409,575
36138,3429
35155,1214
44410,9435
44411,11768
44412,11074
31848,11769
44212,11770
44413,8779
44414,10608
44415,11771
44265,10827
44416,11772
44417,2842
44418,8765
14940,11773
44419,10294
44420,2156
34032,4174
44421,10616
44422,2091
44423,8284
44424,287
35055,96
9214,1529
44425,11774
44426,6799
44427,7701
361,6905
28054,4321
44428,4655
19083,10608
1526,11775
17777,5226
42938,8971
44429,11628
33133,7900
3951,8342
44430,2335
43922,7096
44431,11776
15465,11777
44173,3148
44432,5334
44433,10687
44434,11778
23805,6212
43169,10876
25398,6918
31926,11779
43132,7054
17453,7179
44435,11780
15087,11781
6050,11169
44436,8905
44437,11720
44438,2907
40939,2175
38122,11543
44439,3072
33933,4356
36846,7394
44440,1660
44441,11779
44442,1099
15077,11782
44443,492
44444,10777
44445,11783
44446,11784
8863,749
44447,1029
44448,5391
44449,7394
43896,7350
44450,8981
44451,1724
20390,9859
37371,11435
33095,10895
43931,1864
44452,3986
20359,11543
4869,11785
6641,10963
35077,259
44453,4621
44454,3513
44455,526
44456,7899
21831,11786
5140,5761
28637,9063
44457,11543
44458,9428
44459,8698
44460,4717
2936,6812
44461,837
44462,7329
44463,2606
44464,11787
44465,565
44466,8553
44467,4119
44468,11596
16614,6066
11032,11788
1514,2127
44469,4514
44470,11630
28889,9723
44471,11375
44472,5473
44473,2993
44474,2104
44475,263
44476,9233
41346,7054
44477,10899
44478,9307
23763,11675
44479,1935
13890,3529
44480,2842
38248,3443
32082,10759
44323,10111
44481,6066
44482,2706
37861,10449
42936,6128
44483,11561
44484,11789
17441,1781
2967,9307
29101,2838
44428,9923
44485,11676
44486,11790
44487,4026
44074,4917
44488,5055
43893,9981
40447,9768
44489,10331
44490,11791
44491,1872
26857,7129
44492,8670
44493,11413
4332,11753
44494,11792
44495,4729
44496,11793
13199,11794
26988,6153
33024,11570
44497,211
44498,6066
21468,11261
22570,249
16383,11559
39372,7715
44385,3495
31897,11673
44377,1029
44499,9390
44500,9444
18246,9780
219,9705
4926,8512
44011,11765
32665,2061
20362,10608
44501,11459
26317,11795
44502,6132
44503,11796
23766,3438
6050,11625
3177,5347
4742,3060
5268,1296
41467,3398
24392,1846
38654,5377
43457,4959
44484,11797
44504,11798
19465,11643
44505,8899
41490,3409
44506,11799
3974,11800
10617,4598
10377,1566
44507,11366
8021,7310
44508,11801
28307,2501
44509,3044
43952,3014
7557,4669
44510,3637
11884,5090
11414,4598
44371,5301
43952,11581
43983,4321
44511,8149
14884,7054
29228,4891
34298,9598
5320,138
44512,10677
22995,11286
44315,10199
6882,8933
30734,653
44513,2505
44514,11802
40063,11803
43991,11804
44515,7054
44516,9970
37825,5381
44517,3603
10377,8578
44518,10826
44519,11805
44520,3719
44521,11806
32021,7332
44216,4416
44522,6628
43925,11807
44523,11628
43958,8521
44524,1927
44525,3910
39049,10250
44526,715
44527,5363
5002,1803
33059,11808
44528,8371
44529,5876
44530,11754
23332,11642
44531,1704
24437,11325
34298,11567
33064,2194
44532,10516
44533,1425
16104,5237
44534,5575
44535,11120
27601,4819
39019,11561
44536,4717
43910,3850
44537,2407
6558,5689
9026,6903
38454,611
44538,1887
44539,11809
6142,8588
44540,9534
44541,3971
30784,1773
18969,9773
44542,3998
44543,10312
43981,9859
44544,1074
44545,11810
44546,2586
35460,3811
44547,4725
44548,2194
44549,4486
44550,6224
44551,11811
20553,11201
44552,11812
43887,807
6889,9435
44553,11586
44554,1724
44555,2296
41840,3555
44556,6123
27451,11221
9214,4598
43195,8371
32548,10475
44557,3552
44558,5228
44559,8046
34579,10319
44560,5398
27423,11813
44561,866
44562,3252
44563,5408
22068,8259
5358,11460
11621,8751
44564,11814
1113,11815
44565,304
44566,9389
31163,6430
44567,11816
38500,6052
44454,10608
44568,11817
360,8423
44569,11818
44570,1844
44571,11804
11884,9465
44572,5499
44035,6115
44573,2518
44574,11819
4959,11131
5933,10799
44575,11317
15353,9657
44576,3802
44577,3432
44578,9578
44579,4617
44375,11820
44503,10577
14442,7316
32626,5090
2460,2547
44580,2295
44581,1463
43867,3814
22570,6914
41597,10294
44407,7315
44582,9925
44583,6816
19944,11299
17754,10268
44584,11821
44585,7335
44586,4918
44587,9743
7966,7570
44588,10470
12124,3690
44589,11029
5526,11822
15420,6649
33782,9238
44590,8284
2295,5114
44591,11568
44306,11618
44592,6515
43891,11823
26784,10608
43890,11409
13697,11824
44593,5548
44594,138
44595,11825
44596,11826
2936,11733
44597,8284
44598,1621
44599,1684
19808,2087
44600,263
44601,4677
19960,6169
28547,8382
44602,4512
44603,1065
4494,4006
44604,11384
44605,6714
44606,1435
41930,11685
901,11827
11447,416
2572,2778
44607,7254
34967,11733
44608,1844
44609,3398
28402,4174
7832,8095
44610,3266
704,11828
44611,544
34371,11325
44612,11578
21426,3363
44320,2993
30171,8584
219,7435
23805,3429
36091,11829
25992,660
44007,88
44613,9991
44614,11830
44111,11831
44615,11584
44616,11761
10839,3782
44617,2519
44618,11644
44619,4890
44620,5499
34072,11832
44621,4809
33154,7139
43893,11375
44047,10035
8051,5993
2315,11597
44622,2634
19653,9459
44623,11625
8411,10115
38004,7198
44387,11787
44624,9875
32458,11785
44625,11833
24827,9780
32911,4566
43923,8213
44626,11834
44627,7845
44628,3044
22664,11835
44215,11836
5315,88
5585,10681
44629,11459
44630,8865
44318,10779
44631,11837
44632,4604
22960,7717
30023,11153
44633,835
103,2372
32882,11551
44634,11838
44635,11839
44636,687
44637,3993
44638,617
43910,5279
9841,7528
44639,7120
13513,5981
44640,173
44641,306
44642,11840
44367,11841
44643,11842
7898,11843
44644,1895
33154,10608
5315,3429
44645,11579
44646,11844
18908,9552
44647,5679
44648,11845
43903,361
44649,2335
44650,1687
44651,3837
16126,11846
44652,8318
41913,11578
41206,2547
22570,10217
44653,5510
44654,602
38963,11847
44655,7864
44656,7054
44657,11848
7518,2147
40602,9534
44658,62
44659,8744
44660,11623
43944,4717
44661,11849
32534,4675
18557,11685
44662,7533
38407,11850
20242,6117
29622,10777
44663,11436
37812,6010
44664,6897
44385,3148
44665,2429
44385,1323
44666,11851
44667,7256
43376,9162
44668,11852
12722,9045
44669,3868
44670,2455
44641,11853
44671,10384
44672,10019
21434,5963
44673,8976
44258,2403
4063,3993
883,3044
11635,11742
26810,1029
44674,4860
44675,9487
44676,11642
44677,9341
37502,6717
34395,10444
44678,11854
44679,9440
44680,9435
17677,11855
44681,5794
44682,331
44683,11856
22353,3350
44684,3266
44685,2323
44686,11857
810,9321
44423,2769
44687,11858
44688,6206
44689,11543
44545,6931
44690,11859
44691,4652
11735,3810
5268,11860
44692,11861
43930,2757
44693,8321
44694,4875
6135,11862
22252,8778
44204,1777
44695,9624
23569,7465
44696,9213
4494,3398
14709,5666
44287,11708
8240,11863
44210,10473
14312,5742
44550,10854
44697,4512
44698,3981
44699,3228
44700,2789
41089,10092
6491,8053
44701,5086
44702,10126
44703,11571
21065,1962
43893,9371
37058,1126
44704,8382
39563,2333
1113,1845
44705,2036
44706,11681
44707,11864
5381,400
37861,2372
44708,9445
44709,11865
20499,2735
44055,1333
12116,6703
44710,2180
27367,3297
44711,1686
25300,11866
22248,11867
44712,9519
16336,1055
44713,1185
40278,1900
43981,1921
44714,8132
18623,2942
44715,8352
44716,63
44717,1328
44718,8859
43944,11868
44719,10777
18054,11225
25721,2118
44720,11869
1609,10905
18632,11870
44721,2368
44722,4438
44638,11871
37073,11656
8051,2899
39647,9743
12124,7040
44723,6212
14775,11463
6641,8929
1685,11872
28054,1737
23746,10743
44689,8588
44352,138
44621,5673
16586,11779
44724,1469
44020,11873
26631,2575
25399,9598
44725,6602
2678,11874
44726,2333
44727,2244
24539,7139
44728,4294
6211,11875
44729,11876
44730,11561
44731,2022
44277,7882
44732,6703
44733,10608
44734,9534
26238,1900
13610,4024
16913,5369
36755,10854
6641,11802
31808,11375
44149,2695
44735,11877
44736,8213
44737,1152
44134,7225
26358,11878
21905,11879
44738,6444
44739,11880
44740,8020
44741,11561
44742,7106
44743,6071
44744,11881
41805,11882
44745,11378
44746,1545
44747,5645
38025,9750
44748,3654
22158,11593
44211,7339
15157,5297
36536,339
44043,11883
31206,11884
44749,11885
44750,6923
44751,3319
15717,7486
23077,6931
35910,3621
44012,7048
8880,11652
44752,11015
44753,4278
955,11570
44366,10421
44754,10947
6907,6632
44755,1529
44715,9443
44756,1214
44757,3562
44758,7828
44074,4629
38712,4592
36163,10687
38509,10763
7209,9640
31789,4967
44759,11792
44760,2158
44761,715
21258,2892
44762,11886
19899,11561
20156,7359
44763,2199
44764,3419
42611,8428
44765,11887
44150,9584
32671,11561
44146,11888
41295,916
44766,9923
2469,10126
44767,1706
44768,11313
44769,5889
33753,2419
1666,10210
17046,3034
15375,11889
4363,11890
13927,11597
44770,7955
44771,11680
44772,5856
44773,5798
4494,2865
44774,11891
44775,11395
34956,1236
44236,11892
7985,63
14723,2167
44776,2505
11968,6000
44777,5762
44778,11893
44779,11643
5449,9864
5002,10684
5179,2793
44046,10199
44780,4482
38428,7753
34342,753
44781,1975
44782,8371
31926,2019
44783,8212
40447,5261
44784,9566
44264,11894
44785,11484
44786,11895
44296,11823
44787,10202
44788,6092
44789,11484
5378,1529
3924,5297
43922,3363
44790,11896
44791,2022
44792,3448
44793,4024
44794,8038
44795,11561
44796,11897
44797,9300
33892,11898
44798,11121
1560,11182
24834,2324
44799,4715
44800,10079
44801,11899
7751,7975
44802,3971
33926,5332
33095,1660
44803,11567
44804,11073
44805,7391
19944,10092
31848,7930
18304,339
23987,11900
44366,9815
31528,11557
44806,7205
44551,9045
44807,1214
44808,9963
20988,11870
20242,8003
1113,1435
33420,10273
44019,108
16257,5850
11870,9810
43987,7070
44030,10567
9271,2464
44809,11901
7661,6994
5312,11902
44810,11182
44811,5519
39372,9016
44812,11903
44813,4888
44814,263
2202,6348
44815,9423
16827,4321
32421,11787
31654,586
44816,11904
44817,4204
44328,5226
16825,7948
19786,8210
8599,3850
44818,4860
25998,1120
13596,4306
44819,4598
16394,1994
42687,10608
19128,11695
36477,6168
44820,7988
41373,995
30990,11905
44821,4249
12530,10768
44822,11906
28740,6434
20362,5884
44823,11893
27718,981
16126,9534
44824,3497
43830,9371
44119,7975
2425,8987
44825,10479
44826,1844
44827,5506
44828,11754
44829,11820
44830,7821
44831,11718
22091,10530
33095,3814
25360,4643
44832,11886
44833,64
26394,6914
44834,587
44835,8137
42936,837
44836,10553
44837,2728
44838,1033
44839,4741
43959,11703
34956,9146
16304,11907
44840,2749
38631,4994
44841,10660
21083,6948
7830,11908
44842,10469
12722,11619
44843,6136
7413,478
44844,11909
44845,5499
42198,11910
44846,7574
44847,4875
9572,11911
13020,6725
44848,3814
3840,11848
44733,6858
32421,11307
34182,1599
14709,1175
360,11912
44849,8981
44850,1465
44851,10608
44852,10339
44853,7678
44854,11913
44855,11914
20362,6469
44856,5616
44857,1914
12305,5351
1197,9385
44309,4913
44858,2445
32838,7776
2407,7533
16713,10444
930,7091
5368,5685
8806,6812
18034,6642
43978,11597
44859,1449
44860,11915
39372,6241
42645,11873
8578,2418
42632,5782
44861,11916
4685,4170
44862,2042
37696,11917
745,4946
6637,7952
43900,7952
44863,11918
782,11919
44599,5556
40215,5685
31808,2278
44864,890
43989,5091
24586,1045
31526,697
44865,8259
44866,8792
44867,7524
18781,6727
44313,1927
33095,10285
44868,103
5563,2861
44869,11920
44870,11921
8411,2771
13610,2351
14960,9661
44871,11922
44872,4115
41295,2492
26317,11564
44873,11429
41076,11593
4338,11029
44575,5658
44210,3749
38982,5499
44874,7889
30498,6089
15975,5071
44875,11923
44876,7528
32007,10854
38599,11924
37522,6725
44877,5616
21258,6613
2936,5013
44597,3398
35590,11925
22809,11690
44878,9471
44879,4677
360,3347
44263,11607
44880,3953
5737,9233
32392,4479
44881,11926
42315,8388
44526,263
33840,4677
44882,9916
44883,11927
44884,10217
37797,2063
44885,11928
44886,7660
44887,3974
29101,7355
44888,7819
44889,11682
44851,10616
44536,2100
44890,5794
27420,6582
16257,11929
25552,2367
18136,4724
31990,10815
24851,6931
44891,7531
16257,6598
40063,5755
43931,4666
26857,4610
44892,1833
44893,5237
6142,11256
44232,11930
2600,4017
36658,11931
44894,3738
15863,11932
11413,11933
11884,5763
44895,11676
44896,8982
27307,1495
31990,11934
18445,11597
32655,2239
17777,3183
29814,11628
44323,11935
44779,2792
44897,8998
44898,9440
42772,1480
44899,4623
16913,11936
44900,8905
44901,1973
44902,9076
33892,4844
44903,3508
44904,11937
44905,5171
28882,9864
42013,5499
28402,11938
44906,11939
41965,11940
44142,10093
6660,3254
44907,11484
26576,8262
2039,11941
38647,9409
38571,4623
28195,9075
44908,11886
43995,10809
10498,7054
44909,5241
23766,11394
44910,11942
36479,6032
44911,955
36907,2971
44912,11696
44913,5740
44284,5232
44914,11743
41970,11943
44915,11944
33083,9377
44916,1476
44917,3266
44918,11945
44919,776
37958,660
14173,2607
1511,11946
44514,11947
31044,6558
37817,6110
44920,11685
25288,6302
38820,11055
44921,11792
44922,11948
44923,11949
44924,11950
44925,4825
44926,467
44927,11585
44274,4524
41965,11951
44928,2842
43955,8516
44929,3626
44930,11565
44931,11144
44932,11695
44933,5048
6907,11952
44551,11488
17921,6740
44934,547
28407,6249
3928,3289
44935,11787
44484,11878
44936,4884
4270,9385
44937,11586
1582,10199
44938,11601
44939,3862
21940,5394
42312,7891
10409,8284
44940,10500
12278,4967
38634,11953
44941,6130
1711,10779
44942,9224
17549,6235
15019,9538
44943,4061
38327,9421
6634,11954
41970,9925
44944,1786
35397,11840
25226,697
15775,11955
44945,11823
19604,4643
44745,4119
44946,11956
35376,2180
38634,8092
44947,3971
33230,4968
18644,1621
44226,6761
43887,7891
44948,2455
892,6253
36553,5567
11934,5499
44949,11619
14775,5837
23202,1292
43900,5958
29714,2260
44212,5995
11968,8176
3954,192
44950,7379
44951,8606
31047,5615
44561,2351
44952,6381
44953,2419
8268,7340
44954,3408
44955,11957
44956,912
40935,11628
44012,1328
14775,6318
44957,11958
44958,4715
11793,5364
32626,7635
43876,5267
44294,7594
44959,7465
44960,11691
29207,837
15855,4801
17534,8021
33840,11959
36306,447
32244,11960
15807,11961
44961,6044
16334,11962
32473,3929
42995,9327
4800,7254
44962,10667
44963,11963
41490,11964
44964,10829
23870,11965
29107,6079
44965,9875
17108,3621
44427,949
4699,8053
44901,11673
44966,10324
6641,5783
44967,3622
26358,4704
44968,6918
44969,11946
44970,7571
4332,7422
43703,11710
44046,5946
875,9191
27064,11685
44971,1328
44972,11246
44973,7289
16257,7440
37371,8778
11143,9379
2923,11966
44974,11967
44975,10254
43882,638
25474,8044
25226,616
26857,3148
43893,9169
44976,7055
44447,4724
2058,3641
19041,8832
1249,4222
1249,2219
14956,5776
44977,7366
31198,3641
38397,11968
37035,11029
9026,5855
8360,1900
35256,3461
44978,2547
44979,11969
44980,199
551,11970
44981,7411
44982,3261
43609,214
36846,5566
44256,660
44983,11971
44306,5043
17906,4404
42938,2233
44984,11972
28402,8773
44985,5655
38963,1384
