"userId","businessId","reviewId"
43891,10785,"a1In35v6ApE46-XMnUWTLw"
43892,10862,"aqdlkrQKyR3zMeeKWcwZmA"
43893,7260,"y5dhSBQ2oubvmlwiP0MElg"
8514,5545,"vOXLsOvboB1AgWbEeodkCg"
30308,2844,"TD9z4v-ONSW3Q9pWQzlKlw"
43894,9524,"CZkBrtCpEchjbzTrobSzyg"
43895,11554,"M0cnoCoj3y1ovIWSG9yzTQ"
30990,4069,"3CHNbGmn_jBFlzprKvQUyg"
11132,11555,"oCM0V43-YlT47_h88kJC_A"
43896,7869,"xiaMLrCS0-rr8Kxhm_uWdw"
43897,11556,"9k-X0IpTBOtB0LLuROGwnw"
43898,11557,"K9L4aOI5_tiZVAXB6TroGA"
40633,4026,"Cu_ZvYTdjsJR88x4ZZCKRQ"
27451,4907,"wvJLIeoqWk_UlKkGpXrkmQ"
27225,7075,"XQt32DOUGC4JNma0FwnlRA"
43899,11558,"mt3oeIZPOSpsrfhOXYfqlA"
19041,447,"Feq7BsHwFDuAh9eTVQNpzA"
43900,10932,"FqFGY_-hZiFNqZQeSxwa6A"
25704,11559,"Ye-8f718mo8NWUrRotvBtw"
35155,11560,"kyK7gqfIMz1xDTg9b3iPFQ"
43901,8867,"jOuKGWalka8K6YZSySeG3g"
18864,2852,"K783m_J2XC7yIve-hup9Og"
43902,11561,"zyaA29zO5QdOiz_LSyK1PA"
396,5499,"MSutefRGb2a2u1L4Z6FwZw"
36163,9648,"lyxEcLHfEaF7WSZZSxXlKg"
43903,3944,"zmdsyWzXemlkNQjUiYVZTQ"
43904,10610,"yDSWcI4ufEeYhp7m6KjkYQ"
38327,8485,"n8Rzg7O346lNqflweg835A"
19944,7064,"Wa4E30GuIWT8Z7ROjQy68w"
15868,6993,"Gavawlr96fSE9Nugzyb7vQ"
43905,11562,"1voeA2wwKQT5vFW1Ws3VVA"
43906,400,"mG-Kbv3slg8Yd6K-fK_ssw"
12407,4655,"1MhzHYNOIAH4KBJz262Wbg"
6116,1200,"m-ZNBKFTYrrTXhI2ilaf9A"
7830,7989,"gYyhbMTsDBn1chdQ1sYIcA"
43907,11563,"Te1K1yemlCUTOVS_82zGqw"
42772,9185,"_2QHKAhmJoq8cLJeNdfuGw"
5358,11056,"1p4hmC_EAVLVwFkXX4QuAQ"
35325,818,"LEGx21lRKpLtuAReiAIYfg"
43908,11564,"wZ1J6izoboUXEAU00k3z0Q"
31047,5920,"JwsjG2wZjYvHYRjq7TEN4A"
43909,11228,"3dV4kIXegl8ysJtuuSobUw"
43910,3590,"wey2w13ZCaXOOYBn8GiQwQ"
11128,7854,"B3SwfLBX5wXQmm010hs9gg"
4389,11565,"fZ1BH5jd-Kutkokdkb6zLg"
36123,5872,"UBCJWY39uNAEN02qoxsreQ"
43911,2865,"geFdIVidIXgiJUZCh50JLg"
22098,7493,"35Wpg6iKNFMtOhXCGlTC-Q"
7949,9661,"3mjJDFvhEllFbkgEA_shIw"
43912,5369,"SjsbyCE25MHSI6k8DzrAQg"
43913,2844,"WRZzr4JyG4jDPVsCk_oe9A"
18902,1965,"krjNvirdPbpt7PdMnRmdoQ"
43914,3497,"m5Dj9q16ASjh34MsJvjSpQ"
43915,1383,"dd3IFB1Kgi7viQ94YzEjfw"
23499,1621,"dSDjCqcGZKJucCowiBt9jg"
43916,2842,"SiH5lG-ZoSKXN00iU6Vkjg"
43917,1927,"Q6ipPOWwbQ45THjBuzlWmQ"
17441,6903,"UeDKDD-dU0rxDghrK-pS3A"
43918,763,"8yTVH5mK3KTKxULkzdVipw"
901,265,"-86ZKy7m73LZ9KnhpylSHw"
43919,776,"SQpPj5anc0HW9-04wtabKw"
43920,11566,"P7_63pEokkqadQj0wZydEg"
43921,10893,"Rsh2CSTHXO9m2FoOkVdj9A"
43922,11567,"ubkqQRf_c17Lj3hCFJKd7g"
43923,9423,"3vmUnfNkzJl1LKZip4T3Dg"
22809,10534,"MapcgBkI0v5pGDpyBLrBxg"
43924,11568,"Zyo3Po__kxYyKFMIgJEAwg"
4363,3969,"Vmews_PmA92QwroHByMWJQ"
23805,6241,"n_F4tetikzXJaaO-YPc2Dg"
23391,7312,"wjYwqQG95O4jnxz3BOMaXw"
43925,11569,"v-wZdZUOQrC-kcLUo7LpjA"
43926,4439,"PWWSir1owUbX-eIjt7G3gA"
27101,10729,"Sp2FTbw8iohFC-8gP_bcIQ"
13343,3180,"XAbS9GosUTEt3rGGDONMpQ"
31227,11135,"o8URRD1UKExYXYdawRM3cA"
17290,169,"yzq_SIyme89F3QhAroAdvQ"
32077,3621,"PFn2E5DNt5ULqO-4CgkeAw"
43927,10042,"JuPxpV0wu7ZEbzQoItdHjA"
43928,2022,"X2tY2zavmHDUy6aJrAgGuw"
5349,8284,"cHOJ-h4bq1K33Fv5Zxnm1Q"
13901,11570,"Vd9E6n0mIhfXQgbZfE_lwA"
9026,3429,"16TjuS5dAnaNJEITi7kv4Q"
43929,382,"THScd4acwJuxDgyNO-tYoQ"
26531,4069,"wrhJR2xn6k4Ts9mwzTgzDQ"
43930,9131,"9NLjTx8AdEzn8mTyTHVR6w"
43931,664,"Ek47OnljBubWk09sWbuHfA"
30793,6842,"O50d5HILvLNk3oup1ANgbw"
41970,8124,"xdn-qmK3FmIL46xB29tZSw"
43932,4603,"rg8cUtGHyVeIUKE3RGZ-1A"
43933,11571,"gQ2wn450b8y0mS3B7mkYpA"
17132,660,"cHeHx9i_x2x3OCXswc8WSA"
43934,5839,"zOU_Y87Kj8ndmXTFdk76gw"
16893,7494,"GkTEqfJI3wc_pIJ0_rZNgQ"
40107,5034,"cImRznqZ4nFKJ4_3Q3b0WA"
43935,11572,"IYMYblqg62zRb3VnhO4SVQ"
15828,5569,"iynSbjh4cMozF124dQ90fw"
43936,11573,"vJmpyysuqUbPpGpGR2Wp8w"
43937,6071,"GXP6ZlbscSLfQtTiqSPsLw"
43938,11574,"wBPYiVo7odIsw-YRxey8aA"
43939,5279,"O-Hp9bx3dfSUmpsEPO0Ykw"
43940,10500,"eti3tBBY7nD35F6eu9oAWQ"
24521,4677,"8alS_UOie7x6C5PvoGHKSw"
43941,832,"tP78iSpaOVuCgIA2noVf0w"
34371,9702,"YAbWn9F7KxlomiuIoeNqPg"
43942,7987,"KPwOL62aW2CvJiJDezQ7Ng"
43943,4816,"kxNzXpR6VlJ8bkYT5mMueA"
43944,6169,"PC0oNbcg9d_W9QtWuWuhQA"
21954,2181,"xVWOUY1OmbscMR0lCc0K9g"
43945,11575,"_2urQ2SyprV0AWx4Yc8BHA"
43946,11576,"PY9qH_FYQyRrsaHosWLkYg"
43875,3691,"vwHgu6zD6YWQNXMzMEhfEA"
12685,10217,"7ADowiMH9qBCYuy0t8ofZw"
43947,8539,"PGqO_rvg6JcBFo4l4DIkhA"
33273,4169,"_eBpnJDBS4axOsxqiH-W4g"
41295,3971,"w0k-bRS-OUMh8GydMoSQIg"
43948,4760,"UUTdjl4FEehcnrJChbuInQ"
43949,11577,"s30HWbC0127JQeK1bIJ6mw"
43950,3993,"icOwZJqRP4yFBemMVhOKzg"
30990,6225,"W5AA0Ihm0HtkdWlc_behkA"
3131,9923,"l_JwiI7cor5BM-VFOm0b3Q"
43951,14,"QIhUovjMz0wtuQ4Ld6bPbw"
11880,4017,"v_9oXmg8KHlpQCRmy6rvnw"
467,9533,"zufFhD8thKfBwEioW2owDQ"
41253,11578,"mNhSQb6UH39WpQ84_BCOsw"
15420,11561,"9uy7PGdJ1qk-hKtin5CfIA"
43952,7465,"lL3vcYtreXwWy7fvwlfH7w"
43953,8854,"AWQozO1JIyFWQTDZWYhO_Q"
33188,3814,"V8FLJnC3kmPSQyoxFbwPnw"
43954,11579,"czLGSnq7KZ-T0aJ0bjFLRw"
43955,4733,"wBiOXQttbWaXFbUnZpEXZQ"
43956,11580,"SXAY1sK0uD-gV1WlXzUGUA"
43957,10199,"-ZK5w6o776UGp5DFNwOsxQ"
43958,3862,"UKb76lPUOva93_7Juwr7Wg"
43959,11581,"Hv562efQ3sR-g5r29R6o1Q"
43960,1435,"8v4cKRRPdYlcmPKGft1B2w"
15533,4237,"cmS48ixKLzWpfmJ7RmmHQA"
43961,2541,"xwrtutZ1MwGBUSa3kGd7iQ"
9276,1393,"rWpBTF-wDG2tA_PW0WuM5Q"
13007,11582,"2UCEjs21XD6qGJrZYBI3CA"
43962,6992,"nRrzDWq0AMA4JUgTd4Sgsg"
43963,11583,"jEBN7ktNnNJD8T6WeGzLvg"
6732,653,"-qF8dr0TvC4YJxalG2bpow"
1354,7459,"vlEYNV9Lakg3gJt9o7fs4A"
43964,1328,"Ds0y2VhFnPS4cbLiSod0Sw"
43965,11584,"chlu-3_B1qBWos5iVK7Dnw"
4318,11558,"ZrKa33XYUC96rfxWPGAYQQ"
43966,7047,"Fr5UlTZCdzY9qNLSOG3hew"
43967,7635,"zph4YWuxLYtVAqECL0qPyA"
11884,11175,"dG2ukIzPzh7sHoiFJ4qkMw"
43968,10566,"AaIhanO4rgQAY-5cV9QhMQ"
43969,11585,"AuqclmInh72kHLLxAgRjKg"
41666,9836,"x9KSePePWiXOTpFV9LhIXw"
43970,1900,"tzteD-RJ-c-6sUz6jYw5YA"
30110,11561,"geOCPVe-H02B0CBxbF0Xkw"
43971,8423,"_Ydq_JTkXFebPXNZvZXl0g"
19166,6918,"u8O0UGRJSkrHLD916EyLOQ"
886,9904,"_15WjjQUTQUdHbOlHOm3Kw"
43972,11586,"tW1QXt4U070LLf8qokXU2w"
43973,11587,"Bm7PE7IPdG20-I6urAhyaA"
43974,749,"8-lERV0SQFNPVaNzyqJ42w"
34798,11588,"b1rhaHsK56XBPhW0fWdX4g"
14510,10386,"5vFdupadkVpF7G7G6uH9zQ"
43975,7952,"a6nZ43DDTJAd2im877DvrA"
40512,11589,"WyQzpITCMSNOAKKJV9d6ew"
35055,11590,"xLIRh2IM86NXJc9SgN8T1A"
3433,4084,"fIsdvR5_ZSPxjx6ZpLUpMA"
42714,9256,"AVbFSbY-jbC9BedRzu6fyw"
43976,2235,"gYPeLy4JfW2MB4uf-VApkQ"
8289,10441,"_GHfL3xSRnvZqRLxHwUMxQ"
7413,1513,"5bGHYJAq2wn78jEALOmwAg"
1113,11591,"F7uiY0fkG4t3cWDf5MKNlA"
43977,1529,"mu2xIIIFeAkwtqtC7LZgeA"
36142,11592,"IGf2YDYrO8X_cNFMqfY6fw"
43978,9094,"feDY9g1N8Re1gXUUHPawRQ"
29464,5267,"gy6KDrH8AiEELEMp1YZeBw"
41373,3253,"1TcdI_q9LJ7MHtlsqlG0hA"
43979,8744,"FUSRBUZCUkv_-gTvjXENKg"
28695,1566,"hbRuhnpL7Z95xgnH3qplDg"
20027,760,"OPnXetmXF_aD3vRSfMu9eQ"
34970,1799,"KS2PV87FlvvNbvJ0GsgOVg"
43980,10475,"mobsyIo38aIf7zcRKQ0pBw"
9722,7746,"m-CVgaZkmGL4kSZ-pJSZsQ"
4159,6571,"4pvbyw_rZ7ktJpsLMSGumw"
13549,2794,"02FNdMa8xQ8lcOO3iQTEgw"
43981,11593,"y0JX14NTfsyhv5J87sZYMg"
43982,9901,"pFNhSwLLRAHDbvjRFTHgNw"
43983,3502,"YU0v1SjByhn9HqDejT8-og"
43984,11594,"ZJzbNF33muFQdLG08MjzcQ"
43985,8303,"k10-soGbKjNhpZ0yLAFc-A"
43986,11595,"NFPS_PltE0bbngTWPPB_vw"
43987,11596,"kKRsQQN68vqAz3tHhHdtwg"
42758,1845,"GwMSEybSf0EDCJxw_oWuJA"
43988,2727,"o1-VkJtd7_2PN4xwO436mA"
43989,8730,"oAOCh6-Tp3Fz5jF5TofsSA"
17453,3468,"eLa72pLXGiuLcHNAQcVj6A"
28546,9925,"Lb02vxUz04AbQ4Ij918Yjg"
43990,2830,"9VM85FN7AEzSzYYKqU7IAA"
3334,317,"Yf7qSjSptgTMzZrDgacLKg"
43991,11597,"dZte3eyTzIxGQmBLzMUgDw"
33140,6162,"ZscQLyCheJYvxtFbJkS24A"
26857,4277,"LrcWjgrzroAuOUhTws3Oew"
43992,11598,"DQY2K-7r_xxrKxnxYOkqcg"
6634,1841,"dGA-Ggt1NRoC3ksxREaSdw"
5189,800,"7v6zNOs6A7KYFikQHvv_qw"
43993,6958,"iEPpdvm6UGcozuoIlkGjzw"
43994,10304,"cud5QoBto2pJC1124I9ppg"
43995,7490,"y-dwbZuWUlxdn1fguMuL3Q"
43996,5301,"ZZIYBlgigq-rjtnPd9kb5w"
29850,11599,"X_1hCyaPP80PcJV8SMUlfg"
43997,3538,"rTw2c0ko7SnPTTF96vQiyQ"
32494,8354,"yzrh8WoxBZ6XjIxjxm99_w"
6050,6923,"dkzkOocNYfB_giCIwuIsxA"
18307,11600,"RWI5nKI7xK_rsg5rduzz6w"
28054,1185,"E_jRebDqQLBjZEiOfF7naw"
43998,10108,"jGe5AJIc5UbGcOtSw2qm3w"
18969,4106,"SVhdjGcR4n922CQfUag7nQ"
43932,105,"KEfMUKHPZoKU_FzuYSS-XQ"
15964,11601,"d_zQ2lVpJzltw1MyqekwQQ"
18998,11602,"dOYS3SEte0UYIb6S8_fMaA"
43999,9300,"y3Ra1zYQKGZuESoLFKtFMQ"
38963,3681,"qw-2-B_hHTpfGfhx1sML4A"
14489,8723,"0_74xiRNGilaVAIl2Hr4Cw"
44000,7135,"bgy_A_TVwd9QgS0X2jmaJw"
30648,3260,"3orQGJtVrps6sOSkO0zIBQ"
44001,3534,"_yUIct3bjl8uV_EJrh4CcQ"
44002,11594,"BumewFRNJno8o631RyhF_Q"
16257,11129,"BmhmSenkS1SvsOBSaRd5tg"
8843,7251,"IgDo4rSeEAD5vggP77xyXg"
44003,1414,"QpZV2phnCizO6SAlRkoCpQ"
16913,11603,"H6fqQ2nF5Fvg0gGkxgmJXA"
44004,4171,"a-z_qZ-Oohur2eZ27PJPag"
44005,1083,"DcggjhCvms1n0eRnrKNwUw"
44006,3075,"OsD1Ul3pPvdsD5L9kU7JRQ"
44007,11454,"3lMpOTjP_TEgxKEYubdyNg"
44008,2024,"GWlbfZlb1Cw-Yk92pZ-q1w"
44009,8460,"HnYir0UO5Hh0MDPTM_CBKQ"
44010,11570,"rLHXReDIDjtEbqhdyRktkw"
44011,8182,"44RhRx-D0zfJUEhMGidbmg"
19037,11597,"H2xmaFXyozj2lWoek6CTlQ"
16460,9421,"DNuCQR37bEqg7iAOObz7QQ"
44012,11604,"V1XKuBlYmnlQehvd6D66iA"
44013,4070,"munkgmMhHgwzRnih0Jkwig"
44014,10567,"Kb1v-2WAgrKotKCKBiJnoA"
44015,5499,"HJxSw9XjTy3UvfqTzWS_OA"
44016,11605,"YyMwNu-0JYmFbx7QWYoVpw"
44017,3468,"Ngmzd--u8hxeb4CaJZm_EA"
44018,2177,"RuyrseAikN3eNVOt3GpnbA"
34850,3429,"jOjaXlYTYSp7sMiESnpk_g"
3840,8427,"PTIs0eZK5r4c7ez0w24eKg"
30633,6430,"xu2ebLiTOX2lSI7sDuvoIg"
44019,1174,"0HwB-8C62K0REQRI_P53Mg"
33347,2333,"Ve8lIXttnSPVg-UsF79d6Q"
37797,9465,"t9NjBrVYQaG4r_2ViCzFQw"
32026,11606,"RyuCn4hPZmuvRlL9bqcj7Q"
43900,2580,"qNMVUZqbTJnT4lScZogXWw"
44020,8905,"TAs8VCBKLKqsaWO0nuXsIw"
5605,11571,"-roOPhTpGwB0TTYX8vJfvA"
44021,3998,"Z0WRjfOXBsDJDFAVQ2VARw"
23673,8599,"Q5E5wr04b9GMPx8NnJKuOQ"
30171,6953,"klpivuUUGWQPNk4PfMKnIw"
44022,4975,"SGzP8-JyBy2EfDXpW0Qy9Q"
44023,3075,"swsm-PUuzaOrz_087JxrvA"
43983,10898,"ILECW1F6HAYDuEhDWnjuYQ"
22784,63,"wuN-aIQXrgC_V2G8vLB8sQ"
44024,9935,"Evm2-ULK7mlzLO2btwqvPg"
29814,4709,"to0c7y-MLZMakOP6WnNBZw"
44025,3552,"3HZOjoEsVs_wGfPGZhaL8w"
238,11429,"WLfeCAQxTxKhni8-EdUzLw"
44026,11450,"GUYciEtB0xZLhf7dIAgJ1w"
43882,8730,"a2YEO5fL3j3BlDCPp5ElrQ"
44027,9995,"F1chaF0Ec9WWxyaF9EW2TA"
44028,11349,"jcyiPg38912d3piWGr8FoQ"
35256,2723,"1h0PFilp5XztGsSgNAQs8A"
25811,11607,"l-EFuYa5-KFkxNqAdGQexA"
33179,10461,"N525hBaePbR1wIZ-AhB_kQ"
8988,9308,"b0bMIaBNY8pXl5M5YcjR_Q"
36260,11608,"QaI7eCDqn_oTJ85KxuLHWg"
19944,11609,"bZvybTBrEL4WpPSVoeJB1g"
44029,7573,"eG8CrXeHZY6fDFbFGrRSSw"
44030,7039,"FkOuvv9YfSWxdUnlpLAKdg"
41350,2539,"f9Cnw_xN3ktIG1JWoslzUg"
10203,6918,"x0nujg1Fxfg2sYFTXx6Klg"
44031,11610,"r11qDrnIas6RVYo2BhpEVA"
19153,4825,"4bfAYC78cKFnmMo0GkT4hg"
44032,11611,"ixTY81_i_6QziA_JdCmnMw"
44033,11612,"9NX6Uac-Vu2_yyB3ON_bgg"
44034,11613,"HKHSbv-MOVMlKEJR-l0YOg"
30995,2158,"EoJ9zwker4B1KSH8Sd9Usg"
32234,11251,"y_qsVQYsl5GkjI0hCpsWwA"
32911,10042,"N4t-7wGeoklz5LqaimRfvQ"
41665,6301,"7kok-qzsAPHIMP1GCGx-Jg"
24733,7441,"jvIn8EhAeJsRVYKk3yWskw"
44035,10229,"sEsv-50nt98vDb4HcLY9qg"
44036,9640,"2jHF0IOvEZqf0634wX9H9Q"
26158,10199,"pHHbPUMbkG6LVAaKKvksXA"
28976,4870,"RsMBwWHgOT_DUhW6dxZPNA"
27601,10916,"d2IYvTnZ7Uam5csdhYCe7g"
28457,11614,"WWfdK4q_Etm4IwkH2VA4hg"
20329,11615,"ADMdp0Gu73aMi5-dj6AHrA"
44037,1904,"XmHlecpEkI5T42MjUrpSWQ"
44038,1841,"qJ3JcseY8s5B74imFdpxgg"
44039,11616,"N95V8lNgClxjHdbRea97zQ"
43142,9619,"BVKY3vexPMAqD5FuwPDljg"
29274,6914,"5ACWP5Y9d0HxzSFfSrxx3w"
13324,6948,"r96uGFCrjTM5cIfQzS5W7g"
8869,10530,"hiVjOAWsWzwTKW6GKGcX1Q"
44040,5499,"xoQH0PXKACQRctVyB9whuQ"
44041,3278,"aIF0dqTNEjemgu3sDQ_BUA"
44042,4227,"SfvjSwHus3Yrf26ijnvysg"
11039,11617,"uONNsgdVkcxDYqxKIjoqiA"
44043,11618,"9Uc5fA5S_8scfd15Cg_L1A"
35397,11619,"hslPCUgLSSg8q703IoX0zg"
5242,339,"d5JrBsP7246dmyQAia3QjA"
25474,6821,"2TJoOPZOX08ghduOWqfuyQ"
1021,11620,"HBHJPBFN2XDfb2ba1yr7Nw"
44044,3621,"1lBfBMiOxZnnoHPcYPCm3w"
44045,3653,"WZ2mARu6mxhOLnNYG2XF9w"
36102,11621,"8cD0O3Lbbg5SoCM0541D6Q"
2936,4449,"tJ3R7H-OLojcL0qEMDaPQw"
28889,10690,"-n7jvXKtQa6pOyyEImKSPg"
41246,8898,"PLMr6aiD69_WXt8saWGkcA"
44046,6070,"OXPpjnAxRlcxII8XPFj8Pg"
39647,1081,"emVmuq01FpgQfjcyzuA5iQ"
44047,8829,"2Y3LBOtzIN8sM_Hhn26K3w"
3087,10227,"l8jlwyjYtGaYp4AZ_BPFQA"
27101,10093,"UhlwJ5bQr-eKjdqqCji6ag"
44048,11074,"s_bedAK1t05C7DaffuvK0g"
44049,11622,"drTicw2NZEu-xeBdQLQHqQ"
44050,9970,"ZNiP7LpsV-MZuaNFa-G4ew"
44051,11623,"fJTYV2we_8g9vvG0_Hx-5g"
44052,7054,"KL8-9uash0sD5SIHh8qDkQ"
44053,3974,"Mo5kV6ZngKtNMTOUJLPtCw"
44054,11601,"AOQXKAd9qKOA0YKj2p9sxQ"
4008,11624,"vvZtIZAS6clAW3b78j-BXg"
44055,11625,"_6wLUWTlg8r07hPewJb0wA"
11143,9196,"NjpL7sGoVCqZ-ZVWEVpf8g"
44056,1864,"vLCjv_g93XTvhmgApWsP_g"
44057,11626,"--ZC_Ts9Hrn-pKOUvBgkxg"
44058,8830,"2DyUtTmuwm8tcUEfpSwq2Q"
16257,11627,"Bg0iFtqqhUi63ItVj89UcA"
44059,8553,"lVspEruiNApyy-QnASIQDw"
35277,9661,"lsYlzb6TkVcPIGdDyFtZeg"
10748,11628,"-OVi-sAFIbIteMh9FRNPuA"
44060,4485,"S1NoUuTNghOU7YtEFmBL3Q"
24276,6350,"fX86I0NGFvG5SubYDmblWA"
7742,11629,"P_3vEYXdkrBJeaTT2yzpGw"
44061,2962,"El5KWSjbfOO7IrX_eicD1A"
6530,11630,"ZQmuPghnmTtFJ8L82Q_Vxw"
21800,192,"Ahtp5KJEkqorgln8tjkAog"
41295,11631,"9fFFQMo4lVMRKVzthJRCrw"
44062,5975,"K2XUYl4MZZuxS9DDFBBDwQ"
11458,3707,"bZiT-vsAFAp93a9hJza8nw"
7413,2129,"s2wxXcpC-np9xjEBtQ1wpA"
44063,8101,"iFxXin9yeV-eLiiDFdxndg"
44064,382,"QVcOazClBDQZLCgLb62W7g"
44065,6010,"MBcyCe7YxfhInd8-bXlRpw"
44066,4676,"1Y98ss8OhsyfsCwSot7sGw"
44067,3489,"WIz0ZeKeupj5nX2WU6RVsA"
44068,3621,"soo5OwZzOopTiTwN-yu0HQ"
44069,7635,"Tk6q5ZHjQWPOzIGFnUkTQA"
12001,6252,"uKvLMBKiLyAP7F4AxFSI0A"
44070,11581,"QBbXDvNLO0YVvHDjlplarg"
44071,11632,"w8uAcyc0l-M1MDitSuIaBA"
26996,6321,"wL0vMc1yPvRT_CuSuacPsw"
35189,2260,"cO_alFrOEnZHeznPzgJt6A"
43771,10299,"DA-MD3E1ZVpnWX0RqTdmzw"
14509,11633,"1vSfru0kelK1SlWq0BV-5A"
44072,11634,"YAZihvhVr6qreq8mSJYChA"
44073,575,"6DVDpUUMcAVEsTxIow8zmQ"
4754,1473,"EdXbY7iJSHE_kqSulEhIEg"
26168,11635,"zGgJCUWxe7gvE8GSkrhtqQ"
44074,1864,"5h7_nl8dqY2NcqXMlN-QRw"
44075,5565,"-1nlmjb3zKEXd0vz_nqpIw"
5393,8723,"2ZIGrCKOOWfnUjxGHsgB-g"
37490,11375,"YxQAu1mSOUtpj6A5FZyK6Q"
44076,7421,"AZ4E0azIbst2Lo6oaduQFA"
44077,9820,"9PrD2jIoLiO5WTMFrmxlmg"
5268,3814,"LAfkFqe5W8E41yKHjfGXew"
44078,3261,"incwskDG3zLBpk06D383tg"
2315,6267,"YwurN9FDjy_3Jb3AX3HY9w"
44079,7490,"jomUN0gebpymX-TJc_zamQ"
19661,2208,"vD_43WRbpc6K8q8nf75hnQ"
853,1684,"TFJ7a7c1vLmZK2mWrEMD4A"
44080,11636,"cEqONCpaEBDHZC4TH-iNXg"
4378,11637,"3vMyvbJ9qQTnp3agiNi8cg"
44081,304,"rL9cmhOYuJdScYiEN9uFMw"
19944,10461,"8m5QdOABg8Sy3ZLq4L2JQg"
44082,11628,"a-QoSWtpTpqpRilfUWwGYQ"
12422,3219,"4DeFc7hm-YtT_U9VxWoDxQ"
44083,8337,"y331wgGhXKzp6udKpGohNQ"
1560,8803,"skZSscC7WLTqo0uAdXgZ-g"
4363,7925,"tDhJyjBL7NLPXOyaPDwnCw"
44084,1494,"8hMGBc-0wDxGwvzY1RzLow"
42312,8519,"y21u-YFW7z0tYp79hgLhOw"
43064,2818,"4usBzMu5FhEOe3tsCZ4zwg"
44085,5064,"HSRkwIN-bO-zFcqsZHxr0g"
44086,11619,"Q29gfUVfJg5i1TeuZ7V7uQ"
30409,1480,"3ZBz9KVeG3Ur8EqacxOLpA"
44087,11638,"qyah_zz1OnRrCWcOYhEWcQ"
29101,7258,"SXVEPopXQzQtJdFW0G43GA"
44088,11639,"cgKBWt8d07oQ1_6vMbVGjg"
44089,10217,"Iq5oVkH7InCS8feVgx1jqA"
44090,202,"hbw_EkS_LpFE2sz6PK11YQ"
41295,1938,"ylqaeQpxyr7ZeqD2NdgJPQ"
44091,2865,"wV5hY7eez_M48rmjyoVZfw"
44092,2440,"mRpEBlTtzHB5Gzm52WCX5A"
6279,11370,"ZOXD5tpCOQf1_Hck_tevgA"
26168,3477,"UzRswf8q5aw8PEjzNV8RuA"
44093,9916,"xkdxlkoUsHDEV1uU4Qdqqg"
44094,11640,"9pPTe7WuoxqJGLDwOaZU8g"
32704,4840,"UuFNuY9t_dZJiLOSafYrsQ"
44095,6046,"fbK_YkLxBc1DB6tWYJri3w"
44096,11074,"YtAlRSkDGhEakXz1eRkktA"
41168,10176,"3Gna7PixoEtv4kP9PLTF9w"
44097,10826,"nI17aRpAPo_ghszPoY7b8g"
44098,1435,"w44Yt7Rt1yT71iWU2aFteQ"
44099,5029,"fWnqALV-TXfzkFgy5CoGKw"
